Time,currentactivepower,plantactivepower,PriceInMWh,PriceInkWh
1.68991E+12,0.29525,-9.313583333,96.76,0.09676
1.68992E+12,2.670602083,-11.84125833,100.67,0.10067
1.68992E+12,7.316716667,-14.78614375,122.13,0.12213
1.68992E+12,19.14638333,-19.41422708,153.77,0.15377
1.68993E+12,20.78045833,-20.79092708,123.26,0.12326
1.68993E+12,30.1296375,-28.0240125,103.09,0.10309
1.68993E+12,21.1993,-20.59691458,97.9,0.0979
1.68994E+12,10.88882917,-12.8262875,92.93,0.09293
1.68994E+12,5.7048625,-13.01444583,92.42,0.09242
1.68994E+12,7.453295833,-18.31904583,84.49,0.08449
1.68995E+12,22.16214167,-21.93567292,83.95,0.08395
1.68995E+12,16.062175,-16.07446667,83.92,0.08392
1.68996E+12,16.23463958,-16.1964625,89.27,0.08927
1.68996E+12,7.643954167,-9.096839583,96.46,0.09646
1.68996E+12,2.601535417,-12.68920208,103.06,0.10306
1.68997E+12,0.055408333,-11.16041875,124.9,0.1249
1.68997E+12,0,-9.75521875,132.38,0.13238
1.68997E+12,0,-9.8838125,124.99,0.12499
1.68998E+12,0,-9.533729167,109.97,0.10997
1.68998E+12,0,-9.389260417,96.77,0.09677
1.68998E+12,0,-9.642375,97.27,0.09727
1.68999E+12,0,-10.43117708,98.42,0.09842
1.68999E+12,0,-8.66546875,93,0.093
1.68999E+12,0,-9.368385417,94.36,0.09436
1.69E+12,1.697775,-10.31415,89.93,0.08993
1.69E+12,5.55530625,-10.62447292,88,0.088
1.69001E+12,9.15178125,-10.92295833,88.8,0.0888
1.69001E+12,18.50340417,-17.15718542,86.18,0.08618
1.69001E+12,21.69921458,-19.01154792,82.93,0.08293
1.69002E+12,28.19726042,-20.81410417,72.01,0.07201
1.69002E+12,39.60108542,-20.540075,59.08,0.05908
1.69002E+12,40.49635833,-12.01697292,46.56,0.04656
1.69003E+12,36.97154375,-13.64800208,40.15,0.04015
1.69003E+12,24.21951875,-12.9754875,22.34,0.02234
1.69003E+12,29.69458333,-13.55497917,19.52,0.01952
1.69004E+12,24.90811667,-13.31543958,29.05,0.02905
1.69004E+12,15.46858333,-12.58521875,46.92,0.04692
1.69005E+12,7.895327083,-7.824775,70.67,0.07067
1.69005E+12,2.07479375,-2.443929167,86.01,0.08601
1.69005E+12,0.014085417,-0.535033333,99.92,0.09992
1.69006E+12,0,-4.35415625,106.83,0.10683
1.69006E+12,0,-6.644541667,118.75,0.11875
1.69006E+12,0,-9.032541667,106.43,0.10643
1.69007E+12,0,-9.912947917,98.49,0.09849
1.69007E+12,0,-9.04821875,87.3,0.0873
1.69007E+12,0,-9.009145833,79.27,0.07927
1.69008E+12,0,-8.977333333,67.89,0.06789
1.69008E+12,0,-8.936947917,33.22,0.03322
1.69008E+12,1.432989583,-9.612041667,15.78,0.01578
1.69009E+12,4.245279167,-9.161175,11.09,0.01109
1.69009E+12,7.764470833,-10.8071375,5.08,0.00508
1.6901E+12,8.466564583,-9.914908333,2.88,0.00288
1.6901E+12,18.47355,-17.71193542,3.42,0.00342
1.6901E+12,31.16759167,-24.346175,0.09,0.00009
1.69011E+12,29.58210833,-21.26411875,0,0
1.69011E+12,22.51272917,-15.57236458,-0.03,-0.00003
1.69011E+12,37.97696875,-16.77763542,-0.05,-0.00005
1.69012E+12,27.35659583,-13.39986667,-7.78,-0.00778
1.69012E+12,24.2884125,-14.95611042,-12.17,-0.01217
1.69012E+12,20.07496667,-12.65902917,-7.03,-0.00703
1.69013E+12,11.77075625,-10.64624583,-3.81,-0.00381
1.69013E+12,5.289264583,-5.39774375,0,0
1.69014E+12,1.390204167,-1.630402083,28.93,0.02893
1.69014E+12,0.013972917,-3.938035417,66.78,0.06678
1.69014E+12,0,-6.274114583,87.24,0.08724
1.69015E+12,0,-8.812177083,91.76,0.09176
1.69015E+12,0,-9.715083333,99.66,0.09966
1.69015E+12,0,-9.5501875,92.64,0.09264
1.69016E+12,0,-10.18419792,77.14,0.07714
1.69016E+12,0,-8.958052083,70.02,0.07002
1.69016E+12,0,-9.571666667,68.99,0.06899
1.69017E+12,0.004354167,-9.258625,72.01,0.07201
1.69017E+12,1.267610417,-10.16535,72.09,0.07209
1.69017E+12,2.822533333,-13.257075,87.11,0.08711
1.69018E+12,6.25146875,-17.13840625,102.59,0.10259
1.69018E+12,5.507525,-19.9799625,113.97,0.11397
1.69019E+12,15.5719375,-22.29901042,115.08,0.11508
1.69019E+12,15.26095833,-18.22367708,105,0.105
1.69019E+12,5.321929167,-20.05883542,99.94,0.09994
1.6902E+12,18.12618542,-22.92281042,94.62,0.09462
1.6902E+12,28.89373333,-27.88324375,87.45,0.08745
1.6902E+12,35.4584875,-34.36416458,81.59,0.08159
1.69021E+12,16.31175208,-18.09430417,74.97,0.07497
1.69021E+12,12.20398125,-12.74371042,67.27,0.06727
1.69021E+12,16.11722292,-16.21509792,63.73,0.06373
1.69022E+12,7.580279167,-11.89563333,77.06,0.07706
1.69022E+12,1.990160417,-14.60505625,97.68,0.09768
1.69023E+12,0.023370833,-12.23065208,106.96,0.10696
1.69023E+12,0,-11.321375,118.46,0.11846
1.69023E+12,0,-11.44026042,113.99,0.11399
1.69024E+12,0,-10.99920833,102.97,0.10297
1.69024E+12,0.014128923,-10.41002247,102.03,0.10203
1.69026E+12,0.83381691,-62.7929442,96,0.096
1.69026E+12,5.241064583,-19.27474167,86.55,0.08655
1.69027E+12,18.23393333,-19.853975,84.95,0.08495
1.69027E+12,17.24966042,-19.68354583,86.83,0.08683
1.69028E+12,14.78718958,-18.31006458,88.07,0.08807
1.69028E+12,9.071816667,-18.29636875,97.49,0.09749
1.69028E+12,6.225958333,-19.82871875,114.05,0.11405
1.69029E+12,17.35239375,-20.9788625,150.45,0.15045
1.69029E+12,14.86119583,-18.49772708,151.9,0.1519
1.69029E+12,9.66744375,-18.02537083,113.74,0.11374
1.6903E+12,0.964983333,-16.6467125,102.65,0.10265
1.6903E+12,2.845116667,-14.53485625,100.92,0.10092
1.6903E+12,3.426647917,-12.11429375,98.27,0.09827
1.69031E+12,0.5292125,-10.99394167,90.12,0.09012
1.69031E+12,0,-9.534010417,87.58,0.08758
1.69032E+12,0,-9.7320625,88.88,0.08888
1.69032E+12,0,-9.57365625,90.12,0.09012
1.69032E+12,0,-9.686666667,92.71,0.09271
1.69033E+12,0,-9.520125,112.01,0.11201
1.69033E+12,0,-9.334072917,122.98,0.12298
1.69033E+12,0,-9.8150625,119.04,0.11904
1.69034E+12,0,-9.664447917,116.55,0.11655
1.69034E+12,0,-9.652333333,109.35,0.10935
1.69034E+12,1.106454167,-11.32449583,98.5,0.0985
1.69035E+12,2.237820833,-13.11120625,97.96,0.09796
1.69035E+12,2.594789583,-18.81351875,89.31,0.08931
1.69035E+12,10.32682917,-21.0081625,86.26,0.08626
1.69036E+12,15.014575,-20.68318958,79.65,0.07965
1.69036E+12,29.8335625,-27.46545833,79.64,0.07964
1.69037E+12,32.51451667,-27.97748542,86.83,0.08683
1.69037E+12,18.09513542,-17.63340625,101.77,0.10177
1.69037E+12,25.4538375,-23.27003542,114.9,0.1149
1.69038E+12,34.39583542,-29.33465833,120.75,0.12075
1.69038E+12,28.73032917,-23.01877708,103.85,0.10385
1.69038E+12,21.67668958,-16.64603333,95.68,0.09568
1.69039E+12,12.58861875,-11.14706667,89.52,0.08952
1.69039E+12,7.92073125,-7.816752083,86.04,0.08604
1.69039E+12,1.789616667,-2.031908333,78.63,0.07863
1.6904E+12,0.0003375,-2.143608333,74.67,0.07467
1.6904E+12,0,-8.829479167,69.43,0.06943
1.69041E+12,0,-9.070447917,80.82,0.08082
1.69041E+12,0,-9.4566875,88.97,0.08897
1.69041E+12,0,-8.78009375,100.06,0.10006
1.69042E+12,0,-9.791364583,115.22,0.11522
1.69042E+12,0,-9.518395833,120.58,0.12058
1.69042E+12,0,-8.973552083,118.04,0.11804
1.69043E+12,0,-9.407416667,110.23,0.11023
1.69043E+12,0.73634375,-10.70061458,97.06,0.09706
1.69043E+12,4.137829167,-12.0165375,98.36,0.09836
1.69044E+12,6.7176875,-16.5550625,82.69,0.08269
1.69044E+12,8.607427083,-19.44270833,76,0.076
1.69044E+12,4.633716667,-21.56289375,71.06,0.07106
1.69045E+12,11.28806458,-21.11171042,72,0.072
1.69045E+12,18.15862292,-19.28247708,80.48,0.08048
1.69046E+12,8.889516667,-19.32482917,96.9,0.0969
1.69046E+12,15.62658542,-19.83424167,103.58,0.10358
1.69046E+12,12.92567917,-19.40267917,104.3,0.1043
1.69047E+12,9.55718125,-18.51845208,99.12,0.09912
1.69047E+12,9.14675,-15.93386458,96.8,0.0968
1.69047E+12,8.2934125,-15.47933958,90.9,0.0909
1.69048E+12,3.710339583,-14.60208958,86.45,0.08645
1.69048E+12,0.4994875,-12.6774875,80.01,0.08001
1.69048E+12,0,-12.12635417,78.33,0.07833
1.69049E+12,0,-10.84926042,81.35,0.08135
1.69049E+12,0,-11.15694792,93.89,0.09389
1.6905E+12,0,-10.02201042,107.26,0.10726
1.6905E+12,0,-8.957552083,114.91,0.11491
1.6905E+12,0,-9.491479167,116.95,0.11695
1.69051E+12,0,-9.574239583,109.97,0.10997
1.69051E+12,0,-9.276260417,108.12,0.10812
1.69051E+12,0,-9.334333333,105.56,0.10556
1.69052E+12,0.042472917,-10.32430625,98.88,0.09888
1.69052E+12,1.019339583,-12.00563125,88.63,0.08863
1.69052E+12,2.802235417,-15.34735,79.59,0.07959
1.69053E+12,8.094285417,-19.14755625,78.13,0.07813
1.69053E+12,18.72354375,-21.2062625,79.2,0.0792
1.69053E+12,27.53293958,-25.33958542,80.02,0.08002
1.69054E+12,17.80389167,-17.33955833,89.53,0.08953
1.69054E+12,12.27720208,-14.55976458,100.09,0.10009
1.69055E+12,8.020695833,-19.14960208,111.12,0.11112
1.69055E+12,6.005822917,-19.71091667,112.99,0.11299
1.69055E+12,7.037989583,-18.41311458,107.87,0.10787
1.69056E+12,5.672633333,-16.63640417,99.54,0.09954
1.69056E+12,5.612979167,-14.09880208,93,0.093
1.69056E+12,3.267283333,-12.68723125,85.9,0.0859
1.69057E+12,0.87056875,-12.28876667,80,0.08
1.69057E+12,0,-12.06364583,75.65,0.07565
1.69057E+12,0,-8.969947917,76.1,0.0761
1.69058E+12,0,-10.24348958,80,0.08
1.69058E+12,0,-8.4125,94.27,0.09427
1.69059E+12,0,-9.482416667,103.59,0.10359
1.69059E+12,0,-8.933520833,122.44,0.12244
1.69059E+12,0,-9.4405625,130,0.13
1.6906E+12,0,-9.273052083,121.78,0.12178
1.6906E+12,0,-8.879395833,111.09,0.11109
1.6906E+12,0.236647917,-9.331241667,101.53,0.10153
1.69061E+12,2.5998625,-9.618716667,103.09,0.10309
1.69061E+12,5.151252083,-9.196345833,94.48,0.09448
1.69061E+12,7.68453125,-9.378197917,91.17,0.09117
1.69062E+12,9.741960417,-11.17191875,85.66,0.08566
1.69062E+12,31.9337125,-23.82115,88.97,0.08897
1.69062E+12,26.61047917,-20.871125,87.03,0.08703
1.69063E+12,18.64784792,-15.2529625,85.7,0.0857
1.69063E+12,32.80511042,-18.80196458,87.91,0.08791
1.69064E+12,20.52461458,-11.49928125,85.79,0.08579
1.69064E+12,25.21385417,-11.68860417,81.71,0.08171
1.69064E+12,11.57170417,-10.88729792,75.5,0.0755
1.69065E+12,10.18882917,-8.708954167,63.75,0.06375
1.69065E+12,3.723527083,-4.088422917,58.66,0.05866
1.69065E+12,1.043341667,-1.6282375,40.48,0.04048
1.69066E+12,0,-2.638822917,18.2,0.0182
1.69066E+12,0,-5.9276875,19.67,0.01967
1.69066E+12,0,-7.958239583,49.18,0.04918
1.69067E+12,0,-9.523666667,58.66,0.05866
1.69067E+12,0,-9.29715625,79.54,0.07954
1.69068E+12,0,-9.389135417,92.28,0.09228
1.69068E+12,0,-9.27146875,99.93,0.09993
1.69068E+12,0,-9.590395833,100.74,0.10074
1.69069E+12,0,-9.6474375,99.93,0.09993
1.69069E+12,0.346660417,-9.417691667,92.18,0.09218
1.69069E+12,3.552225,-9.325766667,84.5,0.0845
1.6907E+12,4.789895833,-9.921416667,74.9,0.0749
1.6907E+12,8.26280625,-11.777525,67.81,0.06781
1.6907E+12,24.07495,-20.5727,57.79,0.05779
1.69071E+12,22.31693542,-18.64194583,51.6,0.0516
1.69071E+12,22.21794792,-18.68871875,51.7,0.0517
1.69071E+12,23.087525,-14.62356667,47.34,0.04734
1.69072E+12,22.8349875,-13.66957083,37,0.037
1.69072E+12,32.92867708,-11.2071875,29.82,0.02982
1.69073E+12,23.75176875,-10.78090417,8.48,0.00848
1.69073E+12,17.93006458,-10.1673875,-0.01,-0.00001
1.69073E+12,8.472641667,-7.51885,-0.26,-0.00026
1.69074E+12,5.268141667,-5.15188125,-16.69,-0.01669
1.69074E+12,1.318764583,-1.361222917,-44.93,-0.04493
1.69074E+12,0,-0.60634375,-46.61,-0.04661
1.69075E+12,0,-3.773,-40.02,-0.04002
1.69075E+12,0,-5.6105,-19.94,-0.01994
1.69075E+12,0,-9.19003125,-1,-0.001
1.69076E+12,0,-9.396802083,16.22,0.01622
1.69076E+12,0,-9.381375,74.37,0.07437
1.69077E+12,0,-8.845447917,84.47,0.08447
1.69077E+12,0,-8.99134375,88.46,0.08846
1.69077E+12,0,-9.918229167,87.06,0.08706
1.69078E+12,0.968604167,-9.127375,70.05,0.07005
1.69078E+12,4.2621375,-11.71396042,61.03,0.06103
1.69078E+12,9.854641667,-14.20668333,50.51,0.05051
1.69079E+12,13.14164792,-18.80586667,44.09,0.04409
1.69079E+12,18.8976,-22.10011042,30.3,0.0303
1.69079E+12,29.88719792,-28.52579167,28.91,0.02891
1.6908E+12,21.19635417,-20.84267708,50.31,0.05031
1.6908E+12,28.42329167,-26.7295625,78.18,0.07818
1.6908E+12,29.71465417,-26.85644583,86.58,0.08658
1.69081E+12,20.50338333,-19.09533125,88.16,0.08816
1.69081E+12,11.94665417,-11.7567375,86,0.086
1.69082E+12,11.79768125,-11.47841042,74.16,0.07416
1.69082E+12,3.8195125,-6.782022917,67.49,0.06749
1.69082E+12,0.772466667,-9.87389375,65.18,0.06518
1.69083E+12,0.016975,-11.16852708,59.65,0.05965
1.69083E+12,0,-10.51094792,59.14,0.05914
1.69083E+12,0,-10.06108333,59.94,0.05994
1.69084E+12,0,-10.03010417,67.66,0.06766
1.69084E+12,0,-9.9160625,75.97,0.07597
1.69084E+12,0,-9.413052083,89.68,0.08968
1.69085E+12,0,-9.3515625,98.21,0.09821
1.69085E+12,0,-10.61011458,99.97,0.09997
1.69086E+12,0,-9.779552083,99.25,0.09925
1.69086E+12,0,-9.18009375,95.26,0.09526
1.69086E+12,0.100929167,-10.2090125,87.63,0.08763
1.69087E+12,0.224129167,-10.88500417,68.01,0.06801
1.69087E+12,0.692910417,-16.12707708,58.86,0.05886
1.69087E+12,4.58111875,-20.22480625,57.86,0.05786
1.69088E+12,7.11501875,-22.28806042,56.94,0.05694
1.69088E+12,27.66322917,-26.92883333,57.9,0.0579
1.69088E+12,31.16792292,-27.13946458,63.4,0.0634
1.69089E+12,28.27322292,-25.66056667,91.8,0.0918
1.69089E+12,36.10616667,-32.82952083,94.44,0.09444
1.69089E+12,36.23783125,-34.80316458,99,0.099
1.6909E+12,23.73588542,-23.92122917,92.19,0.09219
1.6909E+12,15.17599792,-16.257175,92.72,0.09272
1.69091E+12,13.04692292,-13.7741625,87.27,0.08727
1.69091E+12,6.8112375,-8.917425,79.22,0.07922
1.69091E+12,1.235464583,-15.02906875,69.92,0.06992
1.69092E+12,0,-14.42965625,60.12,0.06012
1.69092E+12,0,-13.39938542,57.27,0.05727
1.69092E+12,0,-13.65597917,56.96,0.05696
1.69093E+12,0,-13.64061458,68.5,0.0685
1.69093E+12,0,-13.55022917,81.74,0.08174
1.69093E+12,0,-12.96378125,96.05,0.09605
1.69094E+12,0,-14.46797917,108.83,0.10883
1.69094E+12,0,-13.15710417,111.94,0.11194
1.69095E+12,0,-13.4575625,102.55,0.10255
1.69095E+12,0.17784375,-14.04223958,92.78,0.09278
1.69095E+12,1.173504167,-16.04473333,89.38,0.08938
1.69096E+12,3.783620833,-20.92938125,77.54,0.07754
1.69096E+12,5.433714583,-25.41455833,69.62,0.06962
1.69096E+12,5.95319375,-26.48612083,67.07,0.06707
1.69097E+12,9.79495,-24.85699167,70.23,0.07023
1.69097E+12,9.205264583,-23.74847292,87.16,0.08716
1.69097E+12,9.375391667,-26.19223542,103.61,0.10361
1.69098E+12,14.6272125,-26.01353542,111.96,0.11196
1.69098E+12,14.55902708,-25.83690208,98.37,0.09837
1.69098E+12,7.920560417,-24.880175,89.38,0.08938
1.69099E+12,10.37306458,-24.21986667,79.07,0.07907
1.69099E+12,1.585310417,-20.19325833,64.5,0.0645
1.691E+12,5.6266125,-16.62660208,52.02,0.05202
1.691E+12,0.612504167,-16.303525,33.08,0.03308
1.691E+12,0.000102083,-15.64450833,24.88,0.02488
1.69101E+12,0,-14.41790625,21.24,0.02124
1.69101E+12,0,-13.73490625,29.15,0.02915
1.69101E+12,0,-13.58038542,52.56,0.05256
1.69102E+12,0,-13.89659375,69.26,0.06926
1.69102E+12,0,-13.59021875,83.92,0.08392
1.69102E+12,0,-13.16205208,81.87,0.08187
1.69103E+12,0,-13.526125,78.77,0.07877
1.69103E+12,0,-14.20078125,65.7,0.0657
1.69104E+12,0.291425,-13.80199792,38.57,0.03857
1.69104E+12,1.7586,-16.32401667,19.97,0.01997
1.69104E+12,3.630791667,-20.85265625,9.51,0.00951
1.69105E+12,4.522697406,-23.59252522,3.44,0.00344
1.69105E+12,10.63450051,-47.48122478,5.61,0.00561
1.69106E+12,18.65462083,-25.11663125,7.2,0.0072
1.69106E+12,28.714625,-27.70313542,24.8,0.0248
1.69106E+12,36.77432917,-33.12538125,47.38,0.04738
1.69107E+12,29.78770625,-26.85420625,63,0.063
1.69107E+12,17.55018542,-17.11231042,70,0.07
1.69107E+12,9.186129167,-10.17354583,58.9,0.0589
1.69108E+12,9.052075,-13.15128333,45.45,0.04545
1.69108E+12,8.841639583,-14.24365,34.52,0.03452
1.69109E+12,0.736958333,-13.75991667,27.01,0.02701
1.69109E+12,0,-12.73954167,21.25,0.02125
1.69109E+12,0,-12.24432292,17.43,0.01743
1.6911E+12,0,-12.279625,17.7,0.0177
1.6911E+12,0,-12.55659375,21.94,0.02194
1.6911E+12,0,-12.2930625,45.01,0.04501
1.69111E+12,0,-12.38401042,79.78,0.07978
1.69111E+12,0,-12.585375,95.26,0.09526
1.69111E+12,0,-12.56488542,96.6,0.0966
1.69112E+12,0,-12.58064583,96.81,0.09681
1.69112E+12,0.239179167,-12.9630125,94.38,0.09438
1.69113E+12,2.3904,-16.09515,87,0.087
1.69113E+12,8.249739583,-18.76905208,90.14,0.09014
1.69113E+12,9.301914583,-20.07378958,83.85,0.08385
1.69114E+12,11.23671458,-21.44295417,80.92,0.08092
1.69114E+12,14.75006875,-22.21224583,79.25,0.07925
1.69114E+12,18.56065625,-21.70484375,82.77,0.08277
1.69115E+12,16.72764583,-21.19667708,88.18,0.08818
1.69115E+12,20.75171458,-21.85433958,108.68,0.10868
1.69115E+12,19.38188125,-21.12980833,123.76,0.12376
1.69116E+12,11.9185875,-16.73629583,120.67,0.12067
1.69116E+12,4.492635417,-17.90433333,105.07,0.10507
1.69116E+12,4.81314375,-16.57705,95.16,0.09516
1.69117E+12,4.211110417,-14.02392292,90.68,0.09068
1.69117E+12,3.36091875,-15.590825,86.92,0.08692
1.69118E+12,0.008104167,-13.22610417,80.81,0.08081
1.69118E+12,0,-11.66169792,77.84,0.07784
1.69118E+12,0,-11.83370833,77.08,0.07708
1.69119E+12,0,-11.87225,82.89,0.08289
1.69119E+12,0,-11.9583125,95.04,0.09504
1.69119E+12,0,-11.353875,103.46,0.10346
1.6912E+12,0,-12.19746875,134.86,0.13486
1.6912E+12,0,-11.84464583,139.8,0.1398
1.6912E+12,0,-12.0035,128.95,0.12895
1.69121E+12,0.489954167,-11.94576667,111,0.111
1.69121E+12,3.881783333,-12.49178333,98.49,0.09849
1.69122E+12,10.99499167,-13.69540833,101.55,0.10155
1.69122E+12,23.28738125,-22.05235,94.9,0.0949
1.69122E+12,20.54475625,-18.21435,92.58,0.09258
1.69123E+12,20.43656042,-16.80457083,90.3,0.0903
1.69123E+12,28.2211375,-18.96586667,90.24,0.09024
1.69123E+12,39.99915208,-21.97668333,90.54,0.09054
1.69124E+12,37.93823958,-14.2045,94.7,0.0947
1.69124E+12,36.83229792,-14.03462083,93.03,0.09303
1.69124E+12,28.10324375,-12.9258375,93.19,0.09319
1.69125E+12,7.55701875,-7.55370625,89,0.089
1.69125E+12,6.298895833,-6.291625,80.1,0.0801
1.69125E+12,2.112025,-2.193410417,75.18,0.07518
1.69126E+12,0.192491667,-3.352522917,65.01,0.06501
1.69126E+12,0,-5.472510417,58.91,0.05891
1.69127E+12,0,-11.52955208,58.04,0.05804
1.69127E+12,0,-11.60095833,65.85,0.06585
1.69127E+12,0,-11.45590625,79.73,0.07973
1.69128E+12,0,-11.42678125,99.16,0.09916
1.69128E+12,0,-11.38441667,107.62,0.10762
1.69128E+12,0,-11.48116667,123.1,0.1231
1.69129E+12,0,-11.04496875,128.99,0.12899
1.69129E+12,0,-11.39475,109.23,0.10923
1.69129E+12,0.120685417,-11.63326875,99.08,0.09908
1.6913E+12,1.516858333,-11.86219167,87.34,0.08734
1.6913E+12,2.54853125,-11.78109375,89.1,0.0891
1.69131E+12,3.88716875,-12.15442917,88.09,0.08809
1.69131E+12,9.820672917,-12.90468333,79.07,0.07907
1.69131E+12,8.329504167,-11.79778542,79.08,0.07908
1.69132E+12,7.044195833,-12.16153958,75.06,0.07506
1.69132E+12,5.1226875,-11.75622917,84,0.084
1.69132E+12,5.975439583,-11.72912708,75.1,0.0751
1.69133E+12,15.20295,-15.49409583,68.61,0.06861
1.69133E+12,9.409272917,-10.40661667,67.46,0.06746
1.69133E+12,4.482610417,-10.27308958,61.11,0.06111
1.69134E+12,5.468920833,-11.12522292,49.09,0.04909
1.69134E+12,7.295885417,-12.12514583,43.85,0.04385
1.69134E+12,1.258020833,-11.24914583,33.92,0.03392
1.69135E+12,0,-11.22719792,12.07,0.01207
1.69135E+12,0,-11.89704167,11.96,0.01196
1.69136E+12,0,-11.59695833,9.09,0.00909
1.69136E+12,0,-11.7100625,12.1,0.0121
1.69136E+12,0,-11.9555625,35.17,0.03517
1.69137E+12,0,-11.59994792,62.03,0.06203
1.69137E+12,0,-11.845875,72.61,0.07261
1.69137E+12,0,-11.61744792,76.85,0.07685
1.69138E+12,0,-12.44626042,77.15,0.07715
1.69138E+12,0.086716667,-12.7158625,71.86,0.07186
1.69138E+12,1.800341667,-15.19775833,55.4,0.0554
1.69139E+12,5.906558333,-18.10682917,54.4,0.0544
1.69139E+12,7.013320833,-21.29176875,47.57,0.04757
1.6914E+12,18.49464375,-22.32032083,30.83,0.03083
1.6914E+12,35.62548125,-32.14583542,7.01,0.00701
1.6914E+12,26.87570417,-24.94062083,3.55,0.00355
1.69141E+12,10.257075,-10.7320125,0.03,0.00003
1.69141E+12,27.38914375,-25.57801875,66.32,0.06632
1.69141E+12,19.31323958,-18.97653125,73.38,0.07338
1.69142E+12,22.49369167,-22.24780625,65.14,0.06514
1.69142E+12,18.49694583,-18.57546667,44.94,0.04494
1.69142E+12,11.13004792,-11.23856875,4.37,0.00437
1.69143E+12,5.734064583,-8.838804167,1,0.001
1.69143E+12,0.853054167,-10.55603333,-0.01,-0.00001
1.69143E+12,0,-12.42640625,-0.81,-0.00081
1.69144E+12,0,-11.93367708,-4.31,-0.00431
1.69144E+12,0,-12.402,-9.99,-0.00999
1.69145E+12,0,-12.14489583,-4.32,-0.00432
1.69145E+12,0,-12.76479167,-0.04,-0.00004
1.69145E+12,0,-12.35633333,0.16,0.00016
1.69146E+12,0,-13.02189583,13.69,0.01369
1.69146E+12,0,-13.53952083,30.71,0.03071
1.69146E+12,0,-12.845625,41.83,0.04183
1.69147E+12,0.5482375,-13.70755,1.07,0.00107
1.69147E+12,3.537052083,-15.6628125,-0.07,-0.00007
1.69147E+12,11.20221458,-16.61711042,-4.28,-0.00428
1.69148E+12,21.2693125,-21.81889583,-6.03,-0.00603
1.69148E+12,28.3792125,-27.49756667,-6.2,-0.0062
1.69149E+12,33.56670208,-30.62554583,-5.92,-0.00592
1.69149E+12,35.32521875,-25.75253125,-3.74,-0.00374
1.69149E+12,39.27395208,-24.62605625,-2.09,-0.00209
1.6915E+12,39.47065833,-20.64500208,0.09,0.00009
1.6915E+12,30.36835625,-19.87625208,14.32,0.01432
1.6915E+12,25.88374375,-18.92798333,-0.09,-0.00009
1.69151E+12,10.84311042,-10.98262083,-2.7,-0.0027
1.69151E+12,9.89988125,-9.8924125,-6.77,-0.00677
1.69151E+12,2.482214583,-2.965152083,-13.18,-0.01318
1.69152E+12,0.630220833,-4.241804167,-15.73,-0.01573
1.69152E+12,0,-9.901739583,-20.09,-0.02009
1.69152E+12,0,-12.41798958,-21.77,-0.02177
1.69153E+12,0,-12.09028125,-16.1,-0.0161
1.69153E+12,0,-12.06494792,-8.9,-0.0089
1.69154E+12,0,-11.61175,-0.82,-0.00082
1.69154E+12,0,-11.56216667,1.07,0.00107
1.69154E+12,0,-12.08179167,87.59,0.08759
1.69155E+12,0,-11.87019792,83.96,0.08396
1.69155E+12,0,-11.86396875,89.18,0.08918
1.69155E+12,0.64388125,-12.57365208,87.59,0.08759
1.69156E+12,2.72443125,-15.34257708,59.98,0.05998
1.69156E+12,2.934254167,-18.50907708,79.9,0.0799
1.69156E+12,7.41946875,-20.25759375,72.16,0.07216
1.69157E+12,10.25646667,-19.68771667,70.03,0.07003
1.69157E+12,10.19168125,-19.11810833,67.81,0.06781
1.69158E+12,10.76285208,-18.443425,74.12,0.07412
1.69158E+12,19.90225417,-22.41231667,83.95,0.08395
1.69158E+12,13.91651458,-19.58253542,98.16,0.09816
1.69159E+12,27.56401875,-26.72115417,105.7,0.1057
1.69159E+12,33.09996667,-31.08435208,106.44,0.10644
1.69159E+12,7.466114583,-8.402625,99.65,0.09965
1.6916E+12,3.005579167,-12.31539167,88.97,0.08897
1.6916E+12,5.196497917,-14.74897708,81.65,0.08165
1.6916E+12,0.639335417,-15.19259583,62.62,0.06262
1.69161E+12,0,-13.78002083,61.51,0.06151
1.69161E+12,0,-13.50845833,42.02,0.04202
1.69161E+12,0,-12.898875,57.49,0.05749
1.69162E+12,0,-11.87511458,67.7,0.0677
1.69162E+12,0,-11.4218125,88,0.088
1.69163E+12,0,-11.04408333,99.45,0.09945
1.69163E+12,0,-11.64569792,118.91,0.11891
1.69163E+12,0,-11.40922917,139.08,0.13908
1.69164E+12,0,-11.61375,131.62,0.13162
1.69164E+12,0.728858333,-13.26016042,122.47,0.12247
1.69164E+12,2.66375,-14.9224375,100.96,0.10096
1.69165E+12,9.1816375,-18.7743875,96.27,0.09627
1.69165E+12,19.85543125,-21.64287917,91.99,0.09199
1.69165E+12,28.7589125,-28.59468333,89.15,0.08915
1.69166E+12,31.05948125,-29.15950208,79.98,0.07998
1.69166E+12,24.48034583,-20.88740833,88.82,0.08882
1.69167E+12,38.23106875,-30.48695417,93,0.093
1.69167E+12,36.22422083,-27.8463875,134.27,0.13427
1.69167E+12,33.476825,-26.14998125,192.61,0.19261
1.69168E+12,28.10513333,-23.43249792,110.21,0.11021
1.69168E+12,19.8819125,-18.92479792,96.9,0.0969
1.69168E+12,13.2043875,-13.29109583,82.19,0.08219
1.69169E+12,5.759535417,-6.03574375,67.04,0.06704
1.69169E+12,0.65615,-3.184097917,67.05,0.06705
1.69169E+12,0,-7.310708333,39.07,0.03907
1.6917E+12,0,-11.79895833,44.92,0.04492
