SOC
0.0
0.0
0.0
0.0
0.00011458333333333325
0.0
1.04166666666665e-05
5.2083333333333255e-05
0.0
0.0
0.027239583333333334
0.20550000000000002
0.5096875
0.7444895833333333
0.8569687500000001
0.9233020833333333
0.9465416666666667
0.8632500000000001
0.5976354166666666
0.2958645833333333
0.09316666666666666
0.0035520833333333333
0.0
0.0
0.0
3.125e-05
2.083333333333325e-05
0.0
2.083333333333325e-05
0.000125
0.0
3.125e-05
0.0
0.0050625
0.11157291666666667
0.3999375
0.7176666666666667
0.8902291666666666
0.9845104166666667
0.9976354166666667
0.99309375
0.9042083333333332
0.6900104166666666
0.4021458333333333
0.200625
0.038239583333333334
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.25e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.006416666666666667
0.030854166666666672
0.011229166666666665
0.0
0.0
0.0
0.0
3.125e-05
0.0
0.0
2.083333333333325e-05
0.0
3.125e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00020833333333333327
0.0025833333333333337
0.0027916666666666667
0.024364583333333335
0.06542708333333333
0.013156250000000001
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00019791666666666647
0.00690625
0.04530208333333333
0.18409375
0.3062083333333333
0.24021875
0.08091666666666666
0.0016979166666666668
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.2083333333333255e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.021864583333333333
0.112875
0.15327083333333333
0.0015
0.0
0.0
0.0
0.0
0.0
0.0
0.0
