"Time","Radiation"
2022-08-19 02:00:00,1.55
2022-08-19 05:00:00,21.7
2022-08-19 08:00:00,209
2022-08-19 11:00:00,658
2022-08-19 14:00:00,366
2022-08-19 17:00:00,127
2022-08-19 20:00:00,2.50
2022-08-19 23:00:00,1.54
2022-08-20 02:00:00,1.51
2022-08-20 05:00:00,21.4
2022-08-20 08:00:00,159
2022-08-20 11:00:00,570
2022-08-20 14:00:00,569
2022-08-20 17:00:00,145
2022-08-20 20:00:00,3.53
2022-08-20 23:00:00,1.35
2022-08-21 02:00:00,1.32
2022-08-21 05:00:00,17.5
2022-08-21 08:00:00,432
2022-08-21 11:00:00,751
2022-08-21 14:00:00,593
2022-08-21 17:00:00,140
2022-08-21 20:00:00,2.66
2022-08-21 23:00:00,1.39
2022-08-22 02:00:00,1.37
2022-08-22 05:00:00,17.6
2022-08-22 08:00:00,423
2022-08-22 11:00:00,754
2022-08-22 14:00:00,9004708
2022-08-23 11:00:00,8573573
2022-08-23 14:00:00,530
2022-08-23 17:00:00,136
2022-08-23 20:00:00,2.63
2022-08-23 23:00:00,1.47
2022-08-24 02:00:00,1.39
2022-08-24 05:00:00,18.9
2022-08-24 08:00:00,388
2022-08-24 11:00:00,765
2022-08-24 14:00:00,556
2022-08-24 17:00:00,134
2022-08-24 20:00:00,3.57
2022-08-24 23:00:00,1.56
2022-08-25 02:00:00,1.49
2022-08-25 05:00:00,12.6
2022-08-25 08:00:00,411
2022-08-25 11:00:00,702
2022-08-25 14:00:00,516
2022-08-25 17:00:00,126
2022-08-25 20:00:00,2.55
2022-08-25 23:00:00,1.55
2022-08-26 02:00:00,1.46
2022-08-26 05:00:00,16.1
2022-08-26 08:00:00,301
2022-08-26 11:00:00,694
2022-08-26 14:00:00,541
2022-08-26 17:00:00,101
2022-08-26 20:00:00,1.56
2022-08-26 23:00:00,1.53
2022-08-27 02:00:00,1.53
2022-08-27 05:00:00,12.8
2022-08-27 08:00:00,60.7
2022-08-27 11:00:00,101
2022-08-27 14:00:00,184
2022-08-27 17:00:00,151
2022-08-27 20:00:00,2.46
2022-08-27 23:00:00,1.54
2022-08-28 02:00:00,1.49
2022-08-28 05:00:00,12.8
2022-08-28 08:00:00,279
2022-08-28 11:00:00,451
2022-08-28 14:00:00,417
2022-08-28 17:00:00,130
2022-08-28 20:00:00,2.21
2022-08-28 23:00:00,1.41
2022-08-29 02:00:00,1.41
2022-08-29 05:00:00,15.4
2022-08-29 08:00:00,369
2022-08-29 11:00:00,695
2022-08-29 14:00:00,534
2022-08-29 17:00:00,118
2022-08-29 20:00:00,2.00
2022-08-29 23:00:00,1.53
2022-08-30 02:00:00,1.52
2022-08-30 05:00:00,13.4
2022-08-30 08:00:00,304
2022-08-30 11:00:00,569
2022-08-30 14:00:00,522
2022-08-30 17:00:00,116
2022-08-30 20:00:00,2.03
2022-08-30 23:00:00,1.64
2022-08-31 02:00:00,1.54
2022-08-31 05:00:00,4.43
2022-08-31 08:00:00,89.4
2022-08-31 11:00:00,187
2022-08-31 14:00:00,273
2022-08-31 17:00:00,103
2022-08-31 20:00:00,1.65
2022-08-31 23:00:00,1.48

