Time,Grid Demand [W],PV Gen [W],Day-ahead Price [EUR/MWh]
1666166400000,-13453.3125,3554.7458333333334,187.31
1666170000000,-8075.735294117647,7503.802521008403,174.76
1666173600000,-625.8125,15634.633333333331,152.62
1666177200000,-4957.145833333333,10689.195833333331,148.19
1666180800000,-6219.208333333333,12815.2625,142.48
1666184400000,-7184.6875,11263.341666666667,151.26
1666188000000,-9965.979166666666,6990.895833333333,168.93
1666191600000,-12420.541666666666,3347.2166666666667,197.84
1666195200000,-12892.333333333334,323.77916666666664,240.16
1666198800000,-10847.625,0.0,226.92
1666202400000,-11332.76150627615,0.0,166.5
1666206000000,-10153.791666666666,0.0,146.57
1666209600000,-9992.708333333334,0.0,148.15
1666213200000,-9343.375,0.0,131.57
1666216800000,-9486.75,0.0,127.53
1666220400000,-9945.645833333334,0.0,114.89
1666224000000,-9455.229166666666,0.0,77.39
1666227600000,-9287.854166666666,0.0,76.02
1666231200000,-9249.895833333334,0.0,71.97
1666234800000,-9468.410041841003,0.0,112.34
1666238400000,-10080.291666666666,0.0,149.52
1666242000000,-12149.142259414226,0.0,172.71
1666245600000,-15612.895833333334,1864.3,195.81
1666249200000,-12703.347280334729,6697.506276150628,167.65
1666252800000,-4709.916666666667,12867.525,167.41
1666256400000,-2766.7916666666665,13120.691666666668,155.51
1666260000000,-6901.145833333333,8484.291666666666,132.2
1666263600000,-12743.125,6282.575,129.66
1666267200000,-15941.6875,4484.2125,130.3
1666270800000,-16369.708333333334,3772.6458333333335,138.61
1666274400000,-14474.623430962343,3416.828451882845,149.14
1666278000000,-14071.229166666666,1165.7833333333333,169.34
1666281600000,-13296.0,0.0,177.68
1666285200000,-11317.145833333334,0.0,184.05
1666288800000,-10853.75,0.0,167.18
1666292400000,-9700.979166666666,0.0,141.48
1666296000000,-9481.25,0.0,132.73
1666299600000,-9620.979166666666,0.0,124.11
1666303200000,-9770.854166666666,0.0,131.73
1666306800000,-9519.020833333334,0.0,118.62
1666310400000,-10139.083333333334,0.0,113.36
1666314000000,-9490.479166666666,0.0,111.01
1666317600000,-9409.458333333334,0.0,115.97
1666321200000,-9233.87029288703,0.0,136.36
1666324800000,-10560.625,0.0,155.77
1666328400000,-12597.541666666666,0.0,180.85
1666332000000,-16254.979166666666,0.5833333333333334,194.58
1666335600000,-16212.708333333334,1455.7458333333334,194.62
1666339200000,-16819.625,1361.4083333333333,181.74
1666342800000,-10934.583333333334,5096.995833333333,177.96
1666346400000,-6152.395833333333,8309.970833333333,174.07
1666350000000,-4480.833333333333,10893.25,166.5
1666353600000,-5010.548523206751,12044.206751054851,168.96
1666357200000,-5697.881355932203,10498.00847457627,171.07
1666360800000,-9454.246861924688,4903.765690376569,178.83
1666364400000,-9834.208333333334,1564.2041666666669,197.18
1666368000000,-9881.791666666666,26.570833333333333,201.49
1666371600000,-10054.645833333334,0.0,209.94
1666375200000,-9968.604166666666,0.0,179.04
1666378800000,-9020.146443514644,0.0,164.6
1666382400000,-8897.875,0.0,155.34
1666386000000,-9684.833333333334,0.0,143.21
1666389600000,-9160.541666666666,0.0,143.22
1666393200000,-8741.979166666666,0.0,132.71
1666396800000,-8883.5,0.0,129.03
1666400400000,-8840.833333333334,0.0,132.49
1666404000000,-9001.583333333334,0.0,132.74
1666407600000,-8951.895833333334,0.0,134.9
1666411200000,-9347.458333333334,0.0,133.8
1666414800000,-9546.625,0.0,141.2
1666418400000,-8569.229166666666,1197.75,145.49
1666422000000,-2724.0625,7235.979166666667,145.6
1666425600000,-271.125,12227.908333333333,140.45
1666429200000,398.8541666666667,19744.954166666663,132.35
1666432800000,2692.3125,25062.033333333333,129.14
1666436400000,9825.8125,26353.295833333334,121.17
1666440000000,8279.583333333334,21984.220833333333,114.85
1666443600000,7487.5625,17464.675,116.8
1666447200000,1333.1875,9728.533333333333,132.8
1666450800000,70.5625,2645.5333333333333,159.12
1666454400000,23.8125,67.31666666666666,179.13
1666458000000,-813.4166666666666,0.0,183.23
1666461600000,-3874.625,0.0,164.16
1666465200000,-6030.4375,0.0,143.0
1666468800000,-8644.520833333334,0.0,137.01
1666472400000,-9144.270833333334,0.0,132.42
1666476000000,-9743.895833333334,0.0,110.66
1666479600000,-9881.708333333334,0.0,99.15
1666483200000,-9637.0,0.0,93.54
1666486800000,-9647.458333333334,0.0,90.0
1666490400000,-9664.958333333334,0.0,92.21
1666494000000,-9559.166666666666,0.0,88.55
1666497600000,-9740.479166666666,0.0,104.8
1666501200000,-9824.166666666666,0.0,110.0
1666504800000,-8184.125,1499.1333333333334,121.46
1666508400000,-4881.645833333333,5159.954166666666,114.86
1666512000000,-180.9375,14530.229166666666,96.0
1666515600000,106.0,16961.9625,93.23
1666519200000,432.8333333333333,17536.5875,83.47
1666522800000,1497.0208333333333,16116.0375,76.17
1666526400000,3044.375,16238.466666666667,78.31
1666530000000,1843.9791666666667,11590.816666666668,80.02
1666533600000,42.020833333333336,4980.3375,89.23
1666537200000,-137.4375,2816.258333333333,103.87
1666540800000,-59.29166666666666,224.59166666666667,112.44
1666544400000,-3326.625,0.0,115.49
1666548000000,-8148.979166666667,0.0,102.98
1666551600000,-8865.125,0.0,87.33
1666555200000,-8975.833333333334,0.0,80.71
1666558800000,-9479.125,0.0,73.53
1666562400000,-8907.416666666666,0.0,52.81
1666566000000,-9348.145833333334,0.0,49.82
1666569600000,-9225.916666666666,0.0,38.08
1666573200000,-9758.354166666666,0.0,25.08
1666576800000,-10216.4375,0.0,38.07
1666580400000,-9831.395833333334,0.0,52.33
1666584000000,-10995.916666666666,0.0,68.29
1666587600000,-11528.083333333334,0.0,103.69
1666591200000,-15428.221757322175,63.10460251046025,122.1
1666594800000,-17915.104166666668,2579.7458333333334,108.91
1666598400000,-14211.833333333334,4932.6375,104.75
1666602000000,-9978.839662447255,6985.042194092827,81.49
1666605600000,-9826.916666666666,6431.225,68.1
1666609200000,-6596.291666666667,11530.545833333334,67.82
1666612800000,-2440.3541666666665,17745.320833333335,68.19
1666616400000,-808.25,16741.433333333334,76.16
1666620000000,-7120.481171548117,8687.518828451883,82.5
1666623600000,-13272.0625,2355.775,109.98
1666627200000,-12658.75,17.266666666666666,122.27
1666630800000,-11136.1875,0.0,134.3
1666634400000,-10805.4375,0.0,109.23
1666638000000,-10253.096234309623,0.0,86.73
1666641600000,-9778.5,0.0,85.67
1666645200000,-9782.708333333334,0.0,78.4
1666648800000,-10009.229166666666,0.0,56.93
1666652400000,-10259.458333333334,0.0,50.59
1666656000000,-10001.25,0.0,56.49
1666659600000,-10112.375,0.0,56.19
1666663200000,-9812.125,0.0,67.4
1666666800000,-10354.604166666666,0.0,70.67
1666670400000,-11353.604166666666,0.0,86.88
1666674000000,-12397.979166666666,0.0,118.65
1666677600000,-15754.354166666666,667.2375,139.43
1666681200000,-14445.645833333334,4589.779166666666,126.17
1666684800000,-9676.020833333334,9573.295833333334,102.21
1666688400000,-10481.458333333334,7874.975,100.1
1666692000000,-9746.8125,7955.558333333333,93.81
1666695600000,-5149.9375,12526.308333333332,78.72
1666699200000,-2514.333333333333,17635.320833333335,79.98
1666702800000,-2053.333333333333,14051.966666666667,92.11
1666706400000,-6918.270833333333,7546.75,115.6
1666710000000,-10971.4375,1805.425,154.83
1666713600000,-10381.694560669455,45.31380753138075,180.31
1666717200000,-9730.708333333334,0.0,186.33
1666720800000,-10164.104166666666,0.0,152.7
1666724400000,-9002.875,0.0,130.43
1666728000000,-9033.229166666666,0.0,120.67
1666731600000,-9094.145833333334,0.0,112.33
1666735200000,-8897.380952380952,0.0,97.6
1666738800000,,,91.39
1666742400000,-8658.013698630137,0.0,88.23
1666746000000,-8772.666666666666,0.0,88.69
1666749600000,-8314.104166666666,0.0,96.53
1666753200000,-8574.729166666666,0.0,107.51
1666756800000,-10011.520833333334,0.0,128.04
1666760400000,-12190.81589958159,0.0,154.98
1666764000000,-18176.79916317992,275.58995815899584,162.1
1666767600000,-16960.145833333332,3614.7,150.06
1666771200000,-11498.604166666666,9818.754166666668,133.31
1666774800000,-3680.8333333333335,15874.7,118.58
1666778400000,-1728.1458333333333,19098.1125,112.49
1666782000000,-540.9375,15197.166666666666,115.93
1666785600000,-808.4518828451883,19326.962343096235,118.53
1666789200000,-3373.7291666666665,14807.4625,124.91
1666792800000,-10411.8410041841,7530.569037656904,146.98
1666796400000,-13934.875,2386.3375,144.72
1666800000000,-13739.583333333334,42.00833333333333,154.9
1666803600000,-12444.520833333334,0.0,151.81
1666807200000,-11354.729166666666,0.0,127.65
1666810800000,-10702.34309623431,0.0,109.99
1666814400000,-10244.708333333334,0.0,98.47
1666818000000,-10532.208333333334,0.0,90.1
1666821600000,-10245.8125,0.0,91.91
1666825200000,-10450.166666666666,0.0,96.11
1666828800000,-10204.0625,0.0,98.14
1666832400000,-10366.208333333334,0.0,96.01
1666836000000,-10289.708333333334,0.0,98.34
1666839600000,-10328.854166666666,0.0,114.44
1666843200000,-12433.958333333334,0.0,136.72
1666846800000,-14702.354166666666,0.0,176.79
1666850400000,-18849.02083333333,717.0791666666667,177.25
1666854000000,-16837.23849372385,4579.912133891214,145.1
1666857600000,-8830.583333333334,11680.516666666666,130.36
1666861200000,-2644.6041666666665,17525.425,118.81
1666864800000,-1482.2708333333333,22589.8375,107.59
1666868400000,585.1458333333334,22328.766666666663,100.86
1666872000000,125.08333333333331,18282.12083333333,105.72
1666875600000,460.0416666666667,14052.879166666668,120.06
1666879200000,-5207.145833333333,5432.370833333333,140.69
1666882800000,-12291.395833333334,1646.8916666666669,159.56
1666886400000,-12276.854166666666,16.208333333333332,154.95
1666890000000,-10862.729166666666,0.0,143.61
1666893600000,-10525.791666666666,0.0,131.82
1666897200000,-8855.3125,0.0,128.0
1666900800000,-9643.395833333334,0.0,121.34
1666904400000,-9999.9375,0.0,98.29
1666908000000,-9576.5625,0.0,88.18
1666911600000,-10679.6875,0.0,87.55
1666915200000,-9430.645833333334,0.0,88.18
1666918800000,-9627.8125,0.0,88.04
1666922400000,-9427.75,0.0,89.21
1666926000000,-9740.354166666666,0.0,92.85
1666929600000,-10569.75,0.0,114.91
1666933200000,-13527.395833333334,0.0,127.59
1666936800000,-16429.854166666668,708.7208333333333,133.94
1666940400000,-17733.208333333332,1577.7166666666667,123.58
1666944000000,-15246.354166666666,4252.7875,119.6
1666947600000,-11157.229166666666,7409.4125,104.99
1666951200000,-5294.041666666667,13062.5,99.95
1666954800000,-1691.2708333333333,15860.729166666666,88.9
1666958400000,-428.6875,19776.13333333333,92.18
1666962000000,-4495.669456066946,12784.774058577406,96.17
1666965600000,-10711.1875,6823.0,105.92
1666969200000,-12930.479166666666,2161.070833333333,125.18
1666972800000,-12297.083333333334,1.0333333333333334,129.08
1666976400000,-12149.145833333334,0.0,127.67
1666980000000,-10970.458333333334,0.0,112.9
1666983600000,-10511.270833333334,0.0,102.21
1666987200000,-10204.333333333334,0.0,101.61
1666990800000,-10571.875,0.0,92.03
1666994400000,-10485.520833333334,0.0,93.31
1666998000000,-10381.666666666666,0.0,92.77
1667001600000,-10809.354166666666,0.0,90.41
1667005200000,-10699.3125,0.0,87.98
1667008800000,-10511.479166666666,0.0,87.0
1667012400000,-11121.645833333334,0.0,86.67
1667016000000,-10640.729166666666,0.0,91.39
1667019600000,-11048.666666666666,0.0,101.32
1667023200000,-10294.625,724.5833333333334,115.04
1667026800000,-6657.0625,4325.175,109.0
1667030400000,-1619.5416666666667,12201.0375,95.48
1667034000000,119.9375,18446.8375,87.0
1667037600000,124.5625,19892.0625,84.85
1667041200000,1659.4375,18946.8375,81.46
1667044800000,2845.958333333333,17029.308333333334,84.51
1667048400000,1292.2083333333333,11786.8125,89.96
1667052000000,65.95833333333333,5654.2125,112.92
1667055600000,-74.85416666666667,1364.0166666666669,123.01
1667059200000,-125.04166666666669,0.0,139.91
1667062800000,-3985.5625,0.0,138.24
1667066400000,-9015.0625,0.0,121.85
1667070000000,-9547.541666666666,0.0,109.9
1667073600000,-9624.875,0.0,104.04
1667077200000,-9500.875,0.0,97.49
1667080800000,-9404.083333333334,0.0,103.01
1667084400000,-9903.979166666666,0.0,100.49
1667088000000,-9862.458333333334,0.0,100.2
1667091600000,-9802.395833333334,0.0,99.92
1667095200000,-10428.666666666666,0.0,98.31
1667098800000,-10632.1875,0.0,98.46
1667102400000,-10111.041666666666,0.0,98.98
1667106000000,-9803.666666666666,0.0,100.55
1667109600000,-9147.291666666666,1107.8541666666667,110.04
1667113200000,-5560.479166666667,5024.604166666667,113.33
1667116800000,-257.7291666666667,10936.525,104.18
1667120400000,94.58333333333331,16718.0125,97.81
1667124000000,400.4375,20986.158333333333,100.03
1667127600000,492.0208333333333,15791.35,100.0
1667131200000,3007.8125,17017.083333333332,100.0
1667134800000,1853.2708333333333,12948.529166666667,109.43
1667138400000,185.8125,5981.2125,124.61
1667142000000,28.854166666666668,2251.7541666666666,140.15
1667145600000,-251.16666666666663,2.645833333333333,156.0
1667149200000,-3849.7291666666665,0.0,170.38
1667152800000,-9402.416666666666,0.0,165.0
1667156400000,-9770.520833333334,0.0,147.52
1667160000000,-10233.6875,0.0,138.96
1667163600000,-10003.916666666666,0.0,127.0
1667167200000,-9987.270833333334,0.0,109.26
1667170800000,-10234.895833333334,0.0,129.38
1667174400000,-10065.979166666666,0.0,119.09
1667178000000,-10117.3125,0.0,116.32
1667181600000,-10953.8125,0.0,114.6
1667185200000,-10104.833333333334,0.0,115.07
1667188800000,-10326.083333333334,0.0,123.45
1667192400000,-11344.291666666666,0.0,145.62
1667196000000,-10780.3125,1609.2541666666666,166.39
1667199600000,-7809.875,5217.458333333333,168.0
1667203200000,-3367.645833333333,10992.020833333334,153.3
1667206800000,-172.1875,14866.204166666666,143.35
1667210400000,63.0,13717.545833333334,141.95
1667214000000,-281.1041666666667,12441.425,141.96
1667217600000,-1497.8125,9945.029166666667,145.96
1667221200000,-349.7291666666667,14388.358333333334,155.0
1667224800000,-5202.958333333333,4148.2375,169.15
1667228400000,-11094.708333333334,1406.85,179.48
1667232000000,-11981.5625,0.0,201.51
1667235600000,-11105.291666666666,0.0,182.84
1667239200000,-11127.416666666666,0.0,167.81
1667242800000,-11293.291666666666,0.0,147.09
1667246400000,-10317.791666666666,0.0,136.78
1667250000000,-10531.333333333334,0.0,120.51
1667253600000,-10350.333333333334,0.0,100.73
