"Time","EDM: Balance"
"2022-09-03 20:00:00","-2.94 kW"
"2022-09-03 21:00:00","-6.33 kW"
"2022-09-03 22:00:00","-9.28 kW"
"2022-09-03 23:00:00","-9.74 kW"
"2022-09-04 00:00:00","-10.2 kW"
"2022-09-04 01:00:00","-9.66 kW"
"2022-09-04 02:00:00","-10.2 kW"
"2022-09-04 03:00:00","-9.79 kW"
"2022-09-04 04:00:00","-9.98 kW"
"2022-09-04 05:00:00","-10.6 kW"
"2022-09-04 06:00:00","-10.5 kW"
"2022-09-04 07:00:00","-8.48 kW"
"2022-09-04 08:00:00","-3.48 kW"
"2022-09-04 09:00:00","330 W"
"2022-09-04 10:00:00","4.91 kW"
"2022-09-04 11:00:00","9.62 kW"
"2022-09-04 12:00:00","24.0 kW"
"2022-09-04 13:00:00","21.8 kW"
"2022-09-04 14:00:00","25.9 kW"
"2022-09-04 15:00:00","20.0 kW"
"2022-09-04 16:00:00","13.1 kW"
"2022-09-04 17:00:00","3.75 kW"
"2022-09-04 18:00:00","-32.8 W"
"2022-09-04 19:00:00","-291 W"
"2022-09-04 20:00:00","-832 W"
"2022-09-04 21:00:00","-4.61 kW"
"2022-09-04 22:00:00","-6.21 kW"
"2022-09-04 23:00:00","-9.09 kW"
"2022-09-05 00:00:00","-10.0 kW"
"2022-09-05 01:00:00","-10.0 kW"
"2022-09-05 02:00:00","-10.1 kW"
"2022-09-05 03:00:00","-10.3 kW"
"2022-09-05 04:00:00","-9.77 kW"
"2022-09-05 05:00:00","-10.3 kW"
"2022-09-05 06:00:00","-12.1 kW"
"2022-09-05 07:00:00","-10.2 kW"
"2022-09-05 08:00:00","-10.5 kW"
"2022-09-05 09:00:00","-14.3 kW"
"2022-09-05 10:00:00","-4.35 kW"
"2022-09-05 11:00:00","1.34 kW"
"2022-09-05 12:00:00","4.76 kW"
"2022-09-05 13:00:00","11.3 kW"
"2022-09-05 14:00:00","11.7 kW"
"2022-09-05 15:00:00","10.8 kW"
"2022-09-05 16:00:00","3.34 kW"
"2022-09-05 17:00:00","260 W"
"2022-09-05 18:00:00","-735 W"
"2022-09-05 19:00:00","-3.58 kW"
"2022-09-05 20:00:00","-5.53 kW"
"2022-09-05 21:00:00","-9.28 kW"
"2022-09-05 22:00:00","-10.3 kW"
"2022-09-05 23:00:00","-10.6 kW"
"2022-09-06 00:00:00","-10.0 kW"
"2022-09-06 01:00:00","-10.3 kW"
"2022-09-06 02:00:00","-10.4 kW"
"2022-09-06 03:00:00","-10.1 kW"
"2022-09-06 04:00:00","-10.8 kW"
"2022-09-06 05:00:00","-10.4 kW"
"2022-09-06 06:00:00","-11.5 kW"
"2022-09-06 07:00:00","-11.1 kW"
"2022-09-06 08:00:00","-8.47 kW"
"2022-09-06 09:00:00","-6.32 kW"
"2022-09-06 10:00:00","412 W"
"2022-09-06 11:00:00","1.14 kW"
"2022-09-06 12:00:00","2.45 kW"
"2022-09-06 13:00:00","9.56 kW"
"2022-09-06 14:00:00","10.3 kW"
"2022-09-06 15:00:00","6.95 kW"
"2022-09-06 16:00:00","3.46 kW"
"2022-09-06 17:00:00","929 W"
"2022-09-06 18:00:00","-970 W"
"2022-09-06 19:00:00","-5.14 kW"
"2022-09-06 20:00:00","-8.12 kW"
"2022-09-06 21:00:00","-7.91 kW"
"2022-09-06 22:00:00","-11.1 kW"
"2022-09-06 23:00:00","-10.7 kW"
"2022-09-07 00:00:00","-10.9 kW"
"2022-09-07 01:00:00","-10.7 kW"
"2022-09-07 02:00:00","-10.3 kW"
"2022-09-07 03:00:00","-10.0 kW"
"2022-09-07 04:00:00","-10.2 kW"
"2022-09-07 05:00:00","-10.2 kW"
"2022-09-07 06:00:00","-12.5 kW"
"2022-09-07 07:00:00","-12.4 kW"
"2022-09-07 08:00:00","-8.46 kW"
"2022-09-07 09:00:00","-3.43 kW"
"2022-09-07 10:00:00","22.7 W"
"2022-09-07 11:00:00","1.05 kW"
"2022-09-07 12:00:00","4.18 kW"
"2022-09-07 13:00:00","7.82 kW"
"2022-09-07 14:00:00","5.82 kW"
"2022-09-07 15:00:00","2.44 kW"
"2022-09-07 16:00:00","-404 W"
"2022-09-07 17:00:00","-622 W"
"2022-09-07 18:00:00","-3.44 kW"
"2022-09-07 19:00:00","-8.22 kW"
"2022-09-07 20:00:00","-11.9 kW"
"2022-09-07 21:00:00","-10.2 kW"
"2022-09-07 22:00:00","-10.5 kW"
"2022-09-07 23:00:00","-10.5 kW"
"2022-09-08 00:00:00","-10.2 kW"
"2022-09-08 01:00:00","-9.93 kW"
"2022-09-08 02:00:00","-10.3 kW"
"2022-09-08 03:00:00","-10.5 kW"
"2022-09-08 04:00:00","-9.83 kW"
"2022-09-08 05:00:00","-10.5 kW"
"2022-09-08 06:00:00","-11.6 kW"
"2022-09-08 07:00:00","-13.2 kW"
"2022-09-08 08:00:00","-15.9 kW"
"2022-09-08 09:00:00","-14.2 kW"
"2022-09-08 10:00:00","-9.96 kW"
"2022-09-08 11:00:00","-4.52 kW"
"2022-09-08 12:00:00","-1.10 kW"
"2022-09-08 13:00:00","2.86 kW"
"2022-09-08 14:00:00","1.26 kW"
"2022-09-08 15:00:00","1.75 kW"
"2022-09-08 16:00:00","220 W"
"2022-09-08 17:00:00","-1.29 kW"
"2022-09-08 18:00:00","-6.22 kW"
"2022-09-08 19:00:00","-9.42 kW"
"2022-09-08 20:00:00","-10.0 kW"
"2022-09-08 21:00:00","-9.05 kW"
"2022-09-08 22:00:00","-9.64 kW"
"2022-09-08 23:00:00","-9.03 kW"
"2022-09-09 00:00:00","-8.88 kW"
"2022-09-09 01:00:00","-9.15 kW"
"2022-09-09 02:00:00","-9.05 kW"
"2022-09-09 03:00:00","-9.31 kW"
"2022-09-09 04:00:00","-9.41 kW"
"2022-09-09 05:00:00","-8.95 kW"
"2022-09-09 06:00:00","-10.4 kW"
"2022-09-09 07:00:00","-9.71 kW"
"2022-09-09 08:00:00","-9.03 kW"
"2022-09-09 09:00:00","-7.36 kW"
"2022-09-09 10:00:00","447 W"
"2022-09-09 11:00:00","4.00 kW"
"2022-09-09 12:00:00","10.8 kW"
"2022-09-09 13:00:00","8.11 kW"
"2022-09-09 14:00:00","3.43 kW"
"2022-09-09 15:00:00","2.62 kW"
"2022-09-09 16:00:00","1.54 kW"
"2022-09-09 17:00:00","-117 W"
"2022-09-09 18:00:00","-596 W"
"2022-09-09 19:00:00","-3.35 kW"
"2022-09-09 20:00:00","-7.90 kW"
"2022-09-09 21:00:00","-10.4 kW"
"2022-09-09 22:00:00","-10.2 kW"
"2022-09-09 23:00:00","-10.0 kW"
"2022-09-10 00:00:00","-10.1 kW"
"2022-09-10 01:00:00","-9.65 kW"
"2022-09-10 02:00:00","-10.1 kW"
"2022-09-10 03:00:00","-10.0 kW"
"2022-09-10 04:00:00","-9.71 kW"
"2022-09-10 05:00:00","-10.9 kW"
"2022-09-10 06:00:00","-10.4 kW"
"2022-09-10 07:00:00","-8.73 kW"
"2022-09-10 08:00:00","-7.89 kW"
"2022-09-10 09:00:00","-1.69 kW"
"2022-09-10 10:00:00","-228 W"
"2022-09-10 11:00:00","2.39 kW"
"2022-09-10 12:00:00","1.19 kW"
"2022-09-10 13:00:00","1.92 kW"
"2022-09-10 14:00:00","4.50 kW"
"2022-09-10 15:00:00","1.34 kW"
"2022-09-10 16:00:00","5.40 kW"
"2022-09-10 17:00:00","603 W"
"2022-09-10 18:00:00","-87.1 W"
"2022-09-10 19:00:00","-270 W"
"2022-09-10 20:00:00","-2.69 kW"
"2022-09-10 21:00:00","-7.96 kW"
"2022-09-10 22:00:00","-9.46 kW"
"2022-09-10 23:00:00","-9.68 kW"
"2022-09-11 00:00:00","-10.9 kW"
"2022-09-11 01:00:00","-9.55 kW"
"2022-09-11 02:00:00","-9.91 kW"
"2022-09-11 03:00:00","-9.71 kW"
"2022-09-11 04:00:00","-10.4 kW"
"2022-09-11 05:00:00","-10.6 kW"
"2022-09-11 06:00:00","-9.60 kW"
"2022-09-11 07:00:00","-9.17 kW"
"2022-09-11 08:00:00","-6.18 kW"
"2022-09-11 09:00:00","-921 W"
"2022-09-11 10:00:00","1.98 kW"
"2022-09-11 11:00:00","5.23 kW"
"2022-09-11 12:00:00","4.84 kW"
"2022-09-11 13:00:00","11.5 kW"
"2022-09-11 14:00:00","4.37 kW"
"2022-09-11 15:00:00","4.20 kW"
"2022-09-11 16:00:00","1.28 kW"
"2022-09-11 17:00:00","702 W"
"2022-09-11 18:00:00","-37.3 W"
"2022-09-11 19:00:00","-267 W"
"2022-09-11 20:00:00","-298 W"
"2022-09-11 21:00:00","-4.83 kW"
"2022-09-11 22:00:00","-9.98 kW"
"2022-09-11 23:00:00","-9.86 kW"
"2022-09-12 00:00:00","-10.1 kW"
"2022-09-12 01:00:00","-10.1 kW"
"2022-09-12 02:00:00","-10.5 kW"
"2022-09-12 03:00:00","-10.5 kW"
"2022-09-12 04:00:00","-10.1 kW"
"2022-09-12 05:00:00","-10.7 kW"
"2022-09-12 06:00:00","-13.7 kW"
"2022-09-12 07:00:00","-14.5 kW"
"2022-09-12 08:00:00","-10.7 kW"
"2022-09-12 09:00:00","-2.24 kW"
"2022-09-12 10:00:00","12.5 W"
"2022-09-12 11:00:00","1.48 kW"
"2022-09-12 12:00:00","5.11 kW"
"2022-09-12 13:00:00","10.7 kW"
"2022-09-12 14:00:00","10.0 kW"
"2022-09-12 15:00:00","7.20 kW"
"2022-09-12 16:00:00","1.75 kW"
"2022-09-12 17:00:00","-162 W"
"2022-09-12 18:00:00","-511 W"
"2022-09-12 19:00:00","-1.21 kW"
"2022-09-12 20:00:00","-5.39 kW"
"2022-09-12 21:00:00","-9.03 kW"
"2022-09-12 22:00:00","-9.98 kW"
"2022-09-12 23:00:00","-9.86 kW"
"2022-09-13 00:00:00","-10.4 kW"
"2022-09-13 01:00:00","-10.3 kW"
"2022-09-13 02:00:00","-10.3 kW"
"2022-09-13 03:00:00","-10.4 kW"
"2022-09-13 04:00:00","-10.3 kW"
"2022-09-13 05:00:00","-10.5 kW"
"2022-09-13 06:00:00","-11.5 kW"
"2022-09-13 07:00:00","-12.4 kW"
"2022-09-13 08:00:00","-10.8 kW"
"2022-09-13 09:00:00","-9.94 kW"
"2022-09-13 10:00:00","-1.74 kW"
"2022-09-13 11:00:00","1.15 kW"
"2022-09-13 12:00:00","477 W"
"2022-09-13 13:00:00","519 W"
"2022-09-13 14:00:00","1.18 kW"
"2022-09-13 15:00:00","186 W"
"2022-09-13 16:00:00","1.44 kW"
"2022-09-13 17:00:00","1.26 kW"
"2022-09-13 18:00:00","-7.99 kW"
"2022-09-13 19:00:00","-10.5 kW"
"2022-09-13 20:00:00","-11.6 kW"
"2022-09-13 21:00:00","-10.6 kW"
"2022-09-13 22:00:00","-10.3 kW"
"2022-09-13 23:00:00","-10.5 kW"
"2022-09-14 00:00:00","-10.3 kW"
"2022-09-14 01:00:00","-10.4 kW"
"2022-09-14 02:00:00","-10.8 kW"
"2022-09-14 03:00:00","-10.3 kW"
"2022-09-14 04:00:00","-10.6 kW"
"2022-09-14 05:00:00","-10.6 kW"
"2022-09-14 06:00:00","-11.1 kW"
"2022-09-14 07:00:00","-12.2 kW"
"2022-09-14 08:00:00","-13.2 kW"
"2022-09-14 09:00:00","-8.01 kW"
"2022-09-14 10:00:00","-3.02 kW"
"2022-09-14 11:00:00","457 W"
"2022-09-14 12:00:00","2.39 kW"
"2022-09-14 13:00:00","-1.57 kW"
"2022-09-14 14:00:00","-12.8 kW"
"2022-09-14 15:00:00","-19.5 kW"
"2022-09-14 16:00:00","-13.9 kW"
"2022-09-14 17:00:00","-13.3 kW"
"2022-09-14 18:00:00","-10.2 kW"
"2022-09-14 19:00:00","-12.9 kW"
"2022-09-14 20:00:00","-14.3 kW"
"2022-09-14 21:00:00","-10.5 kW"
"2022-09-14 22:00:00","-10.5 kW"
"2022-09-14 23:00:00","-11.2 kW"
"2022-09-15 00:00:00","-10.8 kW"
"2022-09-15 01:00:00","-11.9 kW"
"2022-09-15 02:00:00","-11.6 kW"
"2022-09-15 03:00:00","-11.7 kW"
"2022-09-15 04:00:00","-11.2 kW"
"2022-09-15 05:00:00","-10.6 kW"
"2022-09-15 06:00:00","-12.3 kW"
"2022-09-15 07:00:00","-13.2 kW"
"2022-09-15 08:00:00","-16.9 kW"
"2022-09-15 09:00:00","-19.7 kW"
"2022-09-15 10:00:00","-18.3 kW"
"2022-09-15 11:00:00","-17.9 kW"
"2022-09-15 12:00:00","-13.0 kW"
"2022-09-15 13:00:00","-4.15 kW"
"2022-09-15 14:00:00","570 W"
"2022-09-15 15:00:00","616 W"
"2022-09-15 16:00:00","-835 W"
"2022-09-15 17:00:00","-7.62 kW"
"2022-09-15 18:00:00","-13.9 kW"
"2022-09-15 19:00:00","-15.0 kW"
"2022-09-15 20:00:00","-14.7 kW"
"2022-09-15 21:00:00","-11.4 kW"
"2022-09-15 22:00:00","-11.1 kW"
"2022-09-15 23:00:00","-11.7 kW"
"2022-09-16 00:00:00","-10.8 kW"
"2022-09-16 01:00:00","-11.8 kW"
"2022-09-16 02:00:00","-10.8 kW"
"2022-09-16 03:00:00","-10.8 kW"
"2022-09-16 04:00:00","-10.9 kW"
"2022-09-16 05:00:00","-10.9 kW"
"2022-09-16 06:00:00","-12.1 kW"
"2022-09-16 07:00:00","-14.0 kW"
"2022-09-16 08:00:00","-14.0 kW"
"2022-09-16 09:00:00","-9.54 kW"
"2022-09-16 10:00:00","-9.32 kW"
"2022-09-16 11:00:00","-9.91 kW"
"2022-09-16 12:00:00","-3.57 kW"
"2022-09-16 13:00:00","945 W"
"2022-09-16 14:00:00","2.25 kW"
"2022-09-16 15:00:00","2.84 kW"
"2022-09-16 16:00:00","950 W"
"2022-09-16 17:00:00","-60.4 W"
"2022-09-16 18:00:00","-400 W"
"2022-09-16 19:00:00","-4.12 kW"
"2022-09-16 20:00:00","-11.2 kW"
"2022-09-16 21:00:00","-9.95 kW"
"2022-09-16 22:00:00","-10.2 kW"
"2022-09-16 23:00:00","-10.1 kW"
"2022-09-17 00:00:00","-10.6 kW"
"2022-09-17 01:00:00","-10.3 kW"
"2022-09-17 02:00:00","-10.4 kW"
"2022-09-17 03:00:00","-11.2 kW"
"2022-09-17 04:00:00","-10.4 kW"
"2022-09-17 05:00:00","-10.3 kW"
"2022-09-17 06:00:00","-10.3 kW"
"2022-09-17 07:00:00","-10.3 kW"
"2022-09-17 08:00:00","-7.71 kW"
"2022-09-17 09:00:00","-1.83 kW"
"2022-09-17 10:00:00","2.67 kW"
"2022-09-17 11:00:00","5.34 kW"
"2022-09-17 12:00:00","6.94 kW"
"2022-09-17 13:00:00","734 W"
"2022-09-17 14:00:00","6.31 kW"
"2022-09-17 15:00:00","11.9 kW"
"2022-09-17 16:00:00","6.27 kW"
"2022-09-17 17:00:00","270 W"
"2022-09-17 18:00:00","-33.2 W"
"2022-09-17 19:00:00","-140 W"
"2022-09-17 20:00:00","-1.50 kW"
"2022-09-17 21:00:00","-7.26 kW"
"2022-09-17 22:00:00","-9.63 kW"
"2022-09-17 23:00:00","-10.2 kW"
"2022-09-18 00:00:00","-10.4 kW"
"2022-09-18 01:00:00","-10.4 kW"
"2022-09-18 02:00:00","-10.5 kW"
"2022-09-18 03:00:00","-10.5 kW"
"2022-09-18 04:00:00","-10.1 kW"
"2022-09-18 05:00:00","-10.7 kW"
"2022-09-18 06:00:00","-10.4 kW"
"2022-09-18 07:00:00","-10.3 kW"
"2022-09-18 08:00:00","-7.00 kW"
"2022-09-18 09:00:00","-3.43 kW"
"2022-09-18 10:00:00","496 W"
"2022-09-18 11:00:00","4.51 kW"
"2022-09-18 12:00:00","3.28 kW"
"2022-09-18 13:00:00","8.10 kW"
"2022-09-18 14:00:00","3.01 kW"
"2022-09-18 15:00:00","1.39 kW"
"2022-09-18 16:00:00","-15.2 W"
"2022-09-18 17:00:00","6.33 W"
"2022-09-18 18:00:00","-260 W"
"2022-09-18 19:00:00","-566 W"
"2022-09-18 20:00:00","-8.84 kW"
"2022-09-18 21:00:00","-10.2 kW"
"2022-09-18 22:00:00","-10.1 kW"
"2022-09-18 23:00:00","-10.9 kW"
"2022-09-19 00:00:00","-10.6 kW"
"2022-09-19 01:00:00","-11.4 kW"
"2022-09-19 02:00:00","-10.8 kW"
"2022-09-19 03:00:00","-11.2 kW"
"2022-09-19 04:00:00","-11.8 kW"
"2022-09-19 05:00:00","-11.1 kW"
"2022-09-19 06:00:00","-12.7 kW"
"2022-09-19 07:00:00","-13.3 kW"
"2022-09-19 08:00:00","-11.8 kW"
"2022-09-19 09:00:00","-7.28 kW"
"2022-09-19 10:00:00","-3.56 kW"
"2022-09-19 11:00:00","-2.71 kW"
"2022-09-19 12:00:00","-31.1 W"
"2022-09-19 13:00:00","1.01 kW"
"2022-09-19 14:00:00","2.30 kW"
"2022-09-19 15:00:00","-27.0 MW"
"2022-09-19 16:00:00","302 W"
"2022-09-19 17:00:00","-6.30 kW"
"2022-09-19 18:00:00","-10.2 kW"
"2022-09-19 19:00:00","-12.6 kW"
"2022-09-19 20:00:00","-13.0 kW"
"2022-09-19 21:00:00","-11.8 kW"
"2022-09-19 22:00:00","-12.0 kW"
"2022-09-19 23:00:00","-11.8 kW"
"2022-09-20 00:00:00","-11.8 kW"
"2022-09-20 01:00:00","-11.7 kW"
"2022-09-20 02:00:00","-11.7 kW"
"2022-09-20 03:00:00","-11.8 kW"
"2022-09-20 04:00:00","-11.6 kW"
"2022-09-20 05:00:00","-11.6 kW"
"2022-09-20 06:00:00","-12.7 kW"
"2022-09-20 07:00:00","-12.1 kW"
"2022-09-20 08:00:00","-7.47 kW"
"2022-09-20 09:00:00","-4.85 kW"
"2022-09-20 10:00:00","-340 W"
"2022-09-20 11:00:00","3.17 kW"
"2022-09-20 12:00:00","388 W"
"2022-09-20 13:00:00","559 W"
"2022-09-20 14:00:00","3.07 kW"
"2022-09-20 15:00:00","3.04 kW"
"2022-09-20 16:00:00","101 W"
"2022-09-20 17:00:00","310 W"
"2022-09-20 18:00:00","-60.7 W"
"2022-09-20 19:00:00","-3.95 kW"
"2022-09-20 20:00:00","-11.2 kW"
"2022-09-20 21:00:00","-11.3 kW"
"2022-09-20 22:00:00","-11.4 kW"
"2022-09-20 23:00:00","-11.0 kW"
"2022-09-21 00:00:00","-11.5 kW"
"2022-09-21 01:00:00","-11.4 kW"
"2022-09-21 02:00:00","-11.5 kW"
"2022-09-21 03:00:00","-11.7 kW"
"2022-09-21 04:00:00","-12.6 kW"
"2022-09-21 05:00:00","-11.7 kW"
"2022-09-21 06:00:00","-13.5 kW"
"2022-09-21 07:00:00","-13.3 kW"
"2022-09-21 08:00:00","-12.1 kW"
"2022-09-21 09:00:00","-5.24 kW"
"2022-09-21 10:00:00","-363 W"
"2022-09-21 11:00:00","3.13 kW"
"2022-09-21 12:00:00","9.19 kW"
"2022-09-21 13:00:00","13.8 kW"
"2022-09-21 14:00:00","12.4 kW"
"2022-09-21 15:00:00","8.88 kW"
"2022-09-21 16:00:00","3.92 kW"
"2022-09-21 17:00:00","52.3 W"
"2022-09-21 18:00:00","-161 W"
"2022-09-21 19:00:00","-540 W"
"2022-09-21 20:00:00","-5.08 kW"
"2022-09-21 21:00:00","-7.96 kW"
"2022-09-21 22:00:00","-11.6 kW"
"2022-09-21 23:00:00","-11.9 kW"
"2022-09-22 00:00:00","-12.0 kW"
"2022-09-22 01:00:00","-11.5 kW"
"2022-09-22 02:00:00","-11.7 kW"
"2022-09-22 03:00:00","-11.6 kW"
"2022-09-22 04:00:00","-11.4 kW"
"2022-09-22 05:00:00","-11.7 kW"
"2022-09-22 06:00:00","-14.2 kW"
"2022-09-22 07:00:00","-14.2 kW"
"2022-09-22 08:00:00","-12.6 kW"
"2022-09-22 09:00:00","-4.54 kW"
"2022-09-22 10:00:00","-61.9 W"
"2022-09-22 11:00:00","2.24 kW"
"2022-09-22 12:00:00","7.13 kW"
"2022-09-22 13:00:00","11.4 kW"
"2022-09-22 14:00:00","10.2 kW"
"2022-09-22 15:00:00","5.78 kW"
"2022-09-22 16:00:00","1.25 kW"
"2022-09-22 17:00:00","-374 W"
"2022-09-22 18:00:00","-859 W"
"2022-09-22 19:00:00","-6.51 kW"
"2022-09-22 20:00:00","-9.37 kW"
"2022-09-22 21:00:00","-10.5 kW"
"2022-09-22 22:00:00","-11.6 kW"
"2022-09-22 23:00:00","-11.9 kW"
"2022-09-23 00:00:00","-11.6 kW"
"2022-09-23 01:00:00","-11.1 kW"
"2022-09-23 02:00:00","-11.1 kW"
"2022-09-23 03:00:00","-11.2 kW"
"2022-09-23 04:00:00","-11.0 kW"
"2022-09-23 05:00:00","-11.0 kW"
"2022-09-23 06:00:00","-13.0 kW"
"2022-09-23 07:00:00","-11.8 kW"
"2022-09-23 08:00:00","-9.31 kW"
"2022-09-23 09:00:00","-6.06 kW"
"2022-09-23 10:00:00","-1.55 kW"
"2022-09-23 11:00:00","1.53 kW"
"2022-09-23 12:00:00","4.35 kW"
"2022-09-23 13:00:00","10.1 kW"
"2022-09-23 14:00:00","6.80 kW"
"2022-09-23 15:00:00","275 W"
"2022-09-23 16:00:00","178 W"
"2022-09-23 17:00:00","-241 W"
"2022-09-23 18:00:00","-240 W"
"2022-09-23 19:00:00","-4.30 kW"
"2022-09-23 20:00:00","-10.9 kW"
"2022-09-23 21:00:00","-10.8 kW"
"2022-09-23 22:00:00","-10.9 kW"
"2022-09-23 23:00:00","-11.6 kW"
"2022-09-24 00:00:00","-11.1 kW"
"2022-09-24 01:00:00","-11.3 kW"
"2022-09-24 02:00:00","-11.5 kW"
"2022-09-24 03:00:00","-11.3 kW"
"2022-09-24 04:00:00","-11.7 kW"
"2022-09-24 05:00:00","-11.9 kW"
"2022-09-24 06:00:00","-11.3 kW"
"2022-09-24 07:00:00","-10.9 kW"
"2022-09-24 08:00:00","-8.62 kW"
"2022-09-24 09:00:00","-4.76 kW"
"2022-09-24 10:00:00","-1.40 kW"
"2022-09-24 11:00:00","-1.62 kW"
"2022-09-24 12:00:00","-454 W"
"2022-09-24 13:00:00","667 W"
"2022-09-24 14:00:00","2.44 kW"
"2022-09-24 15:00:00","2.09 kW"
"2022-09-24 16:00:00","44.9 W"
"2022-09-24 17:00:00","-72.5 W"
"2022-09-24 18:00:00","-532 W"
"2022-09-24 19:00:00","-5.74 kW"
"2022-09-24 20:00:00","-8.78 kW"
"2022-09-24 21:00:00","-11.0 kW"
"2022-09-24 22:00:00","-10.8 kW"
"2022-09-24 23:00:00","-11.1 kW"
"2022-09-25 00:00:00","-10.9 kW"
"2022-09-25 01:00:00","-11.0 kW"
"2022-09-25 02:00:00","-11.0 kW"
"2022-09-25 03:00:00","-11.4 kW"
"2022-09-25 04:00:00","-11.4 kW"
"2022-09-25 05:00:00","-11.2 kW"
"2022-09-25 06:00:00","-11.3 kW"
"2022-09-25 07:00:00","-11.0 kW"
"2022-09-25 08:00:00","-9.95 kW"
"2022-09-25 09:00:00","-6.77 kW"
"2022-09-25 10:00:00","-2.14 kW"
"2022-09-25 11:00:00","-157 W"
"2022-09-25 12:00:00","120 W"
"2022-09-25 13:00:00","84.4 W"
"2022-09-25 14:00:00","184 W"
"2022-09-25 15:00:00","158 W"
"2022-09-25 16:00:00","19.5 W"
"2022-09-25 17:00:00","-4.24 kW"
"2022-09-25 18:00:00","-7.80 kW"
"2022-09-25 19:00:00","-9.95 kW"
"2022-09-25 20:00:00","-11.4 kW"
"2022-09-25 21:00:00","-10.7 kW"
"2022-09-25 22:00:00","-11.0 kW"
"2022-09-25 23:00:00","-11.2 kW"
"2022-09-26 00:00:00","-11.1 kW"
"2022-09-26 01:00:00","-11.2 kW"
"2022-09-26 02:00:00","-11.7 kW"
"2022-09-26 03:00:00","-11.5 kW"
"2022-09-26 04:00:00","-11.5 kW"
"2022-09-26 05:00:00","-11.1 kW"
"2022-09-26 06:00:00","-13.0 kW"
"2022-09-26 07:00:00","-13.9 kW"
"2022-09-26 08:00:00","-12.7 kW"
"2022-09-26 09:00:00","-7.12 kW"
"2022-09-26 10:00:00","-611 W"
"2022-09-26 11:00:00","2.41 kW"
"2022-09-26 12:00:00","-1.74 kW"
"2022-09-26 13:00:00","-3.01 kW"
"2022-09-26 14:00:00","-12.9 kW"
"2022-09-26 15:00:00","-9.84 kW"
"2022-09-26 16:00:00","-5.35 kW"
"2022-09-26 17:00:00","-6.75 kW"
"2022-09-26 18:00:00","-10.8 kW"
"2022-09-26 19:00:00","-11.6 kW"
"2022-09-26 20:00:00","-12.3 kW"
"2022-09-26 21:00:00","-10.5 kW"
"2022-09-26 22:00:00","-10.7 kW"
"2022-09-26 23:00:00","-11.2 kW"
