"Time","Power Consumption 0445-ZE01-70","Power Consumption 0445-ZE02-70","Power Consumption 0445-ZE11-71","Power Consumption 0445-ZE13-71"
2022-08-06 22:00:00,3.80,3.84,0.348,0.191
2022-08-07 00:00:00,3.87,3.84,0,0.189
2022-08-07 02:00:00,3.89,3.85,0.0100,0.189
2022-08-07 04:00:00,3.84,3.84,0.00600,0.192
2022-08-07 06:00:00,3.25,3.84,0.384,0.213
2022-08-07 08:00:00,0.492,3.84,3.14,0.190
2022-08-07 10:00:00,0.00781,3.84,5.24,0.239
2022-08-07 12:00:00,0,3.84,10.2,0.695
2022-08-07 14:00:00,0,3.84,10.3,0.790
2022-08-07 16:00:00,0.0156,3.83,7.61,0.796
2022-08-07 18:00:00,0.195,3.83,4.98,0.796
2022-08-07 20:00:00,2.30,3.83,2.59,0.669
2022-08-07 22:00:00,3.91,3.84,0.218,0.192
2022-08-08 00:00:00,3.75,3.84,0,0.187
2022-08-08 02:00:00,3.91,3.84,0.0100,0.191
2022-08-08 04:00:00,3.63,3.83,0,0.225
2022-08-08 06:00:00,3.79,3.83,0.402,0.484
2022-08-08 08:00:00,1.32,3.84,3.64,0.485
2022-08-08 10:00:00,0.0156,3.91,5.87,0.735
2022-08-08 12:00:00,0,3.88,8.42,1.10
2022-08-08 14:00:00,0,3.83,9.85,1.11
2022-08-08 16:00:00,0.0234,3.84,7.45,1.13
2022-08-08 18:00:00,0.320,3.81,5.35,1.12
2022-08-08 20:00:00,3.25,3.85,2.13,0.949
2022-08-08 22:00:00,4.05,3.87,0,0.215
2022-08-09 00:00:00,3.80,3.88,0,0.189
2022-08-09 02:00:00,3.86,3.88,0.0100,0.189
2022-08-09 04:00:00,3.67,3.89,0,0.190
2022-08-09 06:00:00,3.39,3.88,0.394,0.449
2022-08-09 08:00:00,1.99,2.96,3.66,0.485
2022-08-09 10:00:00,1.48,0.0234,8.33,0.889
2022-08-09 12:00:00,0.227,0,10.2,1.10
2022-08-09 14:00:00,1.76,0,10.0,1.13
2022-08-09 16:00:00,3.70,0,7.08,1.17
2022-08-09 18:00:00,6.93,0,3.06,1.13
2022-08-09 20:00:00,9.05,0,0.200,0.985
2022-08-09 22:00:00,7.86,0,0,0.416
2022-08-10 00:00:00,7.50,0,0,0.190
2022-08-10 02:00:00,7.33,0,0,0.191
2022-08-10 04:00:00,7.42,0,0,0.191
2022-08-10 06:00:00,7.26,0,0.376,0.441
2022-08-10 08:00:00,5.60,0,3.65,0.549
2022-08-10 10:00:00,1.76,0,8.42,1.07
2022-08-10 12:00:00,0.453,0,10.1,1.10
2022-08-10 14:00:00,0.953,0,10.00,1.12
2022-08-10 16:00:00,4.02,0,6.76,1.13
2022-08-10 18:00:00,7.13,0,2.79,1.11
2022-08-10 20:00:00,9.03,0,0.200,0.983
2022-08-10 22:00:00,8.02,0,0.00200,0.256
2022-08-11 00:00:00,7.80,0,0,0.191
2022-08-11 02:00:00,7.70,0,0.00800,0.187
2022-08-11 04:00:00,7.76,0,0,0.186
2022-08-11 06:00:00,7.36,0,0.276,0.441
2022-08-11 08:00:00,5.72,0.617,3.59,0.530
2022-08-11 10:00:00,1.15,1.85,8.18,1.03
2022-08-11 12:00:00,0.141,1.81,9.44,1.10
2022-08-11 14:00:00,0.0469,3.45,9.14,1.12
2022-08-11 16:00:00,0.0156,6.08,5.73,1.16
2022-08-11 18:00:00,0.195,5.88,4.46,1.13
2022-08-11 20:00:00,3.24,5.18,1.23,0.930
2022-08-11 22:00:00,3.10,4.95,0,0.221
2022-08-12 00:00:00,2.96,4.77,0,0.190
2022-08-12 02:00:00,2.81,4.66,0,0.190
2022-08-12 04:00:00,2.94,4.56,0.0120,0.187
2022-08-12 06:00:00,2.64,4.55,0.342,0.444
2022-08-12 08:00:00,0.781,4.69,3.06,0.515
2022-08-12 10:00:00,0.00781,4.55,5.28,1.04
2022-08-12 12:00:00,0,4.86,8.99,1.10
2022-08-12 14:00:00,0.0234,5.22,9.53,1.11
2022-08-12 16:00:00,0.0547,5.43,6.54,1.13
2022-08-12 18:00:00,0.164,5.54,4.12,1.12
2022-08-12 20:00:00,1.31,5.26,2.73,0.968
2022-08-12 22:00:00,2.63,5.02,0.374,0.217
2022-08-13 00:00:00,2.78,5,0,0.191
2022-08-13 02:00:00,2.74,4.86,0.00800,0.189
2022-08-13 04:00:00,2.73,4.85,0.00800,0.186
2022-08-13 06:00:00,2.30,4.62,0.332,0.191
2022-08-13 08:00:00,0.242,4.71,2.46,0.189
2022-08-13 10:00:00,0,5,4.90,0.469
2022-08-13 12:00:00,0,5.17,9.80,0.786
2022-08-13 14:00:00,0,5.38,9.83,0.794
2022-08-13 16:00:00,0.0156,5.41,7.07,0.804
2022-08-13 18:00:00,0.0859,5.39,3.79,0.798
2022-08-13 20:00:00,0.742,5.22,2.84,0.709
2022-08-13 22:00:00,2.30,4.81,0.634,0.216
2022-08-14 00:00:00,2.84,5,0,0.191
2022-08-14 02:00:00,2.73,4.72,0.00600,0.189
2022-08-14 04:00:00,2.76,4.73,0,0.187
2022-08-14 06:00:00,2.33,4.82,0.332,0.191
2022-08-14 08:00:00,0.273,4.84,2.43,0.191
2022-08-14 10:00:00,0.00781,5.15,4.77,0.559
2022-08-14 12:00:00,0,5.36,9.53,0.793
2022-08-14 14:00:00,0,5.52,9.23,0.813
2022-08-14 16:00:00,0.0391,5.41,5.47,0.818
2022-08-14 18:00:00,0.148,5.40,3.55,0.798
2022-08-14 20:00:00,1.54,5.31,2.21,0.789
2022-08-14 22:00:00,3.45,5.23,0.248,0.784
2022-08-15 00:00:00,3.55,4.99,0,0.783
2022-08-15 02:00:00,3.18,5.02,0.0100,0.457
2022-08-15 04:00:00,2.94,5.01,0,0.197
2022-08-15 06:00:00,3.05,4.90,0.0980,0.458
2022-08-15 08:00:00,3.26,4.87,0.794,0.491
2022-08-15 10:00:00,0.0781,4.94,4.85,0.515
2022-08-15 12:00:00,0.0625,5.02,6.21,0.946
2022-08-15 14:00:00,0.117,5.03,6.34,1.10
2022-08-15 16:00:00,0.0859,4.98,4.99,1.04
2022-08-15 18:00:00,0.234,4.96,3.93,1.03
2022-08-15 20:00:00,1.76,4.93,1.61,0.421
2022-08-15 22:00:00,2.89,4.85,0,0.192
2022-08-16 00:00:00,2.85,4.48,0,0.189
2022-08-16 02:00:00,2.86,4.41,0,0.187
2022-08-16 04:00:00,2.80,4.41,0,0.191
2022-08-16 06:00:00,2.07,4.54,0.214,0.442
2022-08-16 08:00:00,1.28,4.59,2.83,0.494
2022-08-16 10:00:00,1.12,4.44,5.22,0.791
2022-08-16 12:00:00,0.0547,4.79,6.75,1.09
2022-08-16 14:00:00,0.0859,5.06,8.36,1.10
2022-08-16 16:00:00,0.0156,5.42,6.87,1.11
2022-08-16 18:00:00,0.109,5.29,4.11,1.11
2022-08-16 20:00:00,1.16,5.13,2.52,0.875
2022-08-16 22:00:00,2.48,5.04,0.360,0.204
2022-08-17 00:00:00,2.73,4.75,0,0.191
2022-08-17 02:00:00,2.61,4.63,0,0.189
2022-08-17 04:00:00,2.62,4.59,0.0100,0.190
2022-08-17 06:00:00,2.55,4.56,0.332,0.446
2022-08-17 08:00:00,2.77,4.63,1.17,0.496
2022-08-17 10:00:00,4,4.66,1.11,0.515
2022-08-17 12:00:00,1.63,4.63,3.38,0.586
2022-08-17 14:00:00,0.945,4.66,4.75,1.06
2022-08-17 16:00:00,0.0859,4.77,5.65,1.11
2022-08-17 18:00:00,1.95,4.83,3.07,1.11
2022-08-17 20:00:00,4.01,4.74,0.0700,0.874
2022-08-17 22:00:00,3.34,4.69,0,0.216
2022-08-18 00:00:00,3.17,4.70,0,0.219
2022-08-18 02:00:00,3.11,4.87,0,0.192
2022-08-18 04:00:00,3.05,4.86,0.00600,0.189
2022-08-18 06:00:00,3.21,4.83,0.0240,0.445
2022-08-18 08:00:00,3.37,4.80,1.03,0.493
2022-08-18 10:00:00,3.34,4.84,1.50,0.491
2022-08-18 12:00:00,0.242,4.98,4.81,0.525
2022-08-18 14:00:00,0.0234,5.42,6.11,1.05
2022-08-18 16:00:00,0.0391,5.30,4.94,1.10
2022-08-18 18:00:00,1.10,5.16,4.23,1.09
2022-08-18 20:00:00,2.59,4.99,0.672,0.786
2022-08-18 22:00:00,2.59,4.99,0,0.194
2022-08-19 00:00:00,2.59,4.99,0,0.194
2022-08-19 02:00:00,2.59,4.99,0,0.194
2022-08-19 04:00:00,2.59,4.99,0.0120,0.194
2022-08-19 06:00:00,2.59,4.99,0.256,0.456
2022-08-19 08:00:00,1.60,4.59,1.62,0.495
2022-08-19 10:00:00,0.352,4.79,3.90,0.789
2022-08-19 12:00:00,0.00781,5.02,5.89,1.09
2022-08-19 14:00:00,0.0781,5.28,5.60,1.09
2022-08-19 16:00:00,0.0938,5.50,5.13,1.10
2022-08-19 18:00:00,0.578,5.19,3.67,1.10
2022-08-19 20:00:00,2.92,5.09,0.856,0.986
2022-08-19 22:00:00,3.27,5.04,0,0.601
2022-08-20 00:00:00,2.85,4.92,0,0.210
2022-08-20 02:00:00,2.80,4.62,0,0.191
2022-08-20 04:00:00,2.82,4.69,0.00800,0.191
2022-08-20 06:00:00,2.59,4.63,0.224,0.190
2022-08-20 08:00:00,0.953,4.55,1.72,0.190
2022-08-20 10:00:00,0.164,4.74,2.79,0.191
2022-08-20 12:00:00,0.00781,5.23,4.49,0.388
2022-08-20 14:00:00,0.0234,5.05,8.25,0.773
2022-08-20 16:00:00,0.00781,5.16,6.79,0.789
2022-08-20 18:00:00,0.0703,5.13,3.61,0.793
2022-08-20 20:00:00,0.805,4.80,2.56,0.695
2022-08-20 22:00:00,2.06,4.73,0.724,0.201
2022-08-21 00:00:00,2.65,4.69,0,0.190
2022-08-21 02:00:00,2.60,4.59,0.00800,0.192
2022-08-21 04:00:00,2.64,4.51,0.0100,0.195
2022-08-21 06:00:00,2.24,4.55,0.258,0.241
2022-08-21 08:00:00,0.320,4.70,2.20,0.197
2022-08-21 10:00:00,0.00781,4.74,4.46,0.220
2022-08-21 12:00:00,0,4.80,8.84,0.575
2022-08-21 14:00:00,0,4.91,9.54,0.784
2022-08-21 16:00:00,0,4.90,6.69,0.789
2022-08-21 18:00:00,0.102,4.89,3.59,0.791
2022-08-21 20:00:00,0.750,4.55,2.34,0.431
2022-08-21 22:00:00,2.05,4.30,0.664,0.191
2022-08-22 00:00:00,2.67,4.30,0,0.191
2022-08-22 02:00:00,2.59,4.12,0.0100,0.192
2022-08-22 04:00:00,2.60,4.16,0.0260,0.192
2022-08-22 06:00:00,2.60,4.19,0.244,0.455
2022-08-22 08:00:00,0.711,4.22,2.72,0.485
2022-08-22 10:00:00,0.00781,4.71,5.05,0.779
2022-08-22 12:00:00,0.0625,4.81,8.15,1.10
2022-08-22 14:00:00,0.0781,5.41,7.88,1.10
2022-08-22 16:00:00,0.0234,5.21,6.68,1.12
2022-08-22 18:00:00,0.141,5.44,4.06,1.11
2022-08-22 20:00:00,1.18,5.06,2.41,0.795
2022-08-22 22:00:00,2.53,4.96,0.312,0.192
2022-08-23 00:00:00,2.69,4.80,0,0.190
2022-08-23 02:00:00,2.65,4.66,0.0100,0.190
2022-08-23 04:00:00,2.66,4.66,0.0160,0.191
2022-08-23 06:00:00,2.70,4.63,0.242,0.448
2022-08-23 08:00:00,0.875,4.79,2.66,0.488
2022-08-23 10:00:00,0.00781,5.05,4.78,0.840
2022-08-23 12:00:00,0,5.25,8.11,1.09
2022-08-23 14:00:00,0.0313,5.46,7.95,1.11
2022-08-23 16:00:00,0.0156,5.34,6.54,1.15
2022-08-23 18:00:00,0.227,5.27,4.45,1.13
2022-08-23 20:00:00,1.84,4.95,1.84,0.839
2022-08-23 22:00:00,2.50,4.63,0.146,0.201
2022-08-24 00:00:00,2.50,4.58,0,0.191
2022-08-24 02:00:00,2.48,4.55,0.00800,0.189
2022-08-24 04:00:00,2.40,4.52,0.0160,0.192
2022-08-24 06:00:00,2.65,4.45,0.248,0.445
2022-08-24 08:00:00,1.26,4.55,2.39,0.485
2022-08-24 10:00:00,0.0234,4.72,5.22,0.891
2022-08-24 12:00:00,0,4.81,7.38,1.10
2022-08-24 14:00:00,0.0156,4.90,8.90,1.16
2022-08-24 16:00:00,0.0313,4.91,6.08,1.18
2022-08-24 18:00:00,0.156,4.91,4.31,1.14
2022-08-24 20:00:00,1.72,4.82,2.23,0.991
2022-08-24 22:00:00,2.97,4.73,0.0180,0.411
2022-08-25 00:00:00,2.54,4.69,0,0.194
2022-08-25 02:00:00,2.44,4.67,0.00800,0.191
2022-08-25 04:00:00,2.45,4.60,0.0160,0.190
2022-08-25 06:00:00,2.62,4.56,0.200,0.441
2022-08-25 08:00:00,1.13,4.76,2.62,0.519
2022-08-25 10:00:00,0.0234,4.92,5.28,1.04
2022-08-25 12:00:00,0.0469,4.99,7.00,1.10
2022-08-25 14:00:00,0.125,5.02,7.44,1.11
2022-08-25 16:00:00,0.0391,5.08,6.16,1.16
2022-08-25 18:00:00,0.297,5.09,4.23,1.14
2022-08-25 20:00:00,2.57,4.91,1.78,0.975
2022-08-25 22:00:00,3.05,4.80,0.0440,0.269
2022-08-26 00:00:00,2.95,4.73,0,0.194
2022-08-26 02:00:00,2.88,4.70,0,0.191
2022-08-26 04:00:00,2.80,4.71,0,0.189
2022-08-26 06:00:00,3.03,4.69,0.144,0.442
2022-08-26 08:00:00,1.79,4.78,1.87,0.491

